WorkerID,StartTimeAvailable,PerformanceRating,AvailabilityTime
W0117,9.13,1.36,140.26
W0118,9.20,1.03,158.93
W0119,9.33,0.72,126.09
W0120,9.38,0.83,166.48
W0121,9.41,1.83,83.81
W0122,9.45,1.94,112.06
W0123,9.52,1.47,42.81
W0124,9.53,1.71,144.53
W0125,9.57,0.71,115.71
W0126,10.00,1.43,80.69
W0127,10.01,1.29,132.38
W0128,10.03,0.93,108.98
W0129,10.04,1.79,52.74
W0130,10.06,1.04,157.27
W0131,10.08,1.61,76.49
W0132,10.10,1.23,114.51
W0133,10.10,1.14,51.13
W0134,10.12,1.28,21.99
W0135,10.12,1.35,23.15
W0136,10.15,1.29,96.1
W0137,10.15,0.93,177.51
W0138,10.17,0.93,138.07
W0139,10.18,0.6,66.71
W0140,10.19,1.88,138.54
W0141,10.19,1.24,42.38
W0142,10.19,1.63,107.36
W0143,10.20,1.38,136.09
W0144,10.20,1.82,80.21
W0145,10.21,1.31,150.59
W0146,10.22,1.7,91.32
W0147,10.22,1.08,111.15
W0148,10.22,1.2,166.02
W0149,10.23,0.84,101.23
W0150,10.23,1.88,114.54
W0151,10.24,1.03,112.67
W0152,10.25,1.74,57.65
W0153,10.26,1.95,77.85
W0154,10.26,1.63,24.8
W0155,10.26,1.42,77.38
W0156,10.26,1.24,37.92
W0157,10.29,1.86,172.73
W0158,10.29,1.51,145.6
W0159,10.32,0.61,42.11
W0160,10.32,0.84,94.27
W0161,10.34,0.67,32.44
W0162,10.34,1.11,70.7
W0163,10.37,1.81,98.32
W0164,10.38,1.08,32.31
W0165,10.40,1.67,25.78
W0166,10.40,1.24,145.44
W0167,10.41,1.14,112.31
W0168,10.41,1.95,111.44
W0169,10.42,1.68,154.28
W0170,10.42,1.72,38.52
W0171,10.43,1.91,38.02
W0172,10.48,1.81,172.99
W0173,10.48,0.93,139.67
W0174,10.49,0.77,53.47
W0175,10.50,1.01,25.92
W0176,10.52,1.51,53.09
W0177,10.53,1.13,92.76
W0178,10.54,0.82,32.62
W0179,10.55,1.48,34.32
W0180,10.55,1.83,42.76
W0181,10.57,0.91,31.19
W0182,10.57,1.97,61.22
W0183,11.00,1.27,50.84
W0184,11.02,1.81,151.69
W0185,11.03,1.65,36.13
W0186,11.04,0.95,157.61
W0187,11.11,1.19,37.9
W0188,11.15,1.68,121.21
W0189,11.17,1.16,129.03
W0190,11.18,1.23,154.84
W0191,11.20,1.51,67.89
W0192,11.21,0.62,53.7
W0193,11.21,0.98,107.26
W0194,11.24,1.66,167.88
W0195,11.25,0.67,151.06
W0196,11.25,1.65,70.78
W0197,11.25,1.59,44.4
W0198,11.27,1.56,48.84
W0199,11.28,0.79,143.79
W0200,11.29,1.59,31.01
W0201,11.30,0.81,137.22
W0202,11.32,1.77,149.6
W0203,11.36,1.5,149.93
W0204,11.37,0.94,172.88
W0205,11.39,1.26,176.07
W0206,11.41,0.8,123.93
W0207,11.42,1.12,92.44
W0208,11.45,0.78,24.18
W0209,11.45,1.31,119.26
W0210,11.50,1.15,56.14
W0211,11.51,1.66,151.31
W0212,11.51,1.24,169.69
W0213,11.55,0.92,148.4
W0214,11.55,0.85,135.27
W0215,12.02,1.17,117.11
W0216,12.05,0.87,144.19
W0217,12.05,1.36,28.83
W0218,12.06,0.92,160.12
W0219,12.07,1.93,169.36
W0220,12.11,0.82,127.92
W0221,12.11,1.49,86.95
W0222,12.12,1.22,144.06
W0223,12.13,0.78,144.52
W0224,12.14,1.77,75.39
W0225,12.14,1.1,170.73
W0226,12.14,1.79,127.28
W0227,12.15,1.7,89.52
W0228,12.16,1.87,21.34
W0229,12.17,0.67,119.05
W0230,12.18,1.98,115.49
W0231,12.19,1.12,104.36
W0232,12.19,1.63,79.75
W0233,12.21,1.9,146.06
W0234,12.21,1.18,152.87
W0235,12.22,1.56,28.83
W0236,12.22,1.28,60.94
W0237,12.22,0.92,98.22
W0238,12.24,0.75,51.0
W0239,12.24,1.6,153.47
W0240,12.25,1.16,92.05
W0241,12.25,1.08,101.37
W0242,12.27,1.9,26.14
W0243,12.27,0.75,22.65
W0244,12.31,1.66,169.12
W0245,12.32,1.93,131.43
W0246,12.35,1.16,111.52
W0247,12.35,1.3,101.89
W0248,12.37,1.83,163.12
W0249,12.41,1.04,133.59
W0250,12.42,1.21,36.97
W0251,12.43,1.28,120.81
W0252,12.44,1.25,162.59
W0253,12.44,1.49,33.43
W0254,12.45,1.82,50.66
W0255,12.46,1.61,128.1
W0256,12.49,1.53,146.07
W0257,12.50,1.18,158.29
W0258,12.50,1.7,106.81
W0259,12.52,0.98,117.12
W0260,12.52,0.96,49.73
W0261,12.53,1.45,92.71
W0262,12.54,1.7,92.0
W0263,12.54,1.56,34.77
W0264,12.54,1.22,154.45
W0265,12.57,1.7,125.46
W0266,12.59,1.51,74.22
W0267,13.00,0.63,138.48
W0268,13.01,1.24,81.62
W0269,13.01,1.34,147.01
W0270,13.03,1.54,95.08
W0271,13.04,0.67,138.69
W0272,13.04,1.61,29.18
W0273,13.06,1.66,103.25
W0274,13.06,1.04,97.93
W0275,13.08,1.15,24.81
W0276,13.11,0.71,127.89
W0277,13.13,1.84,170.08
W0278,13.13,1.87,62.48
W0279,13.14,0.66,83.76
W0280,13.15,1.51,163.02
W0281,13.15,1.7,179.72
W0282,13.19,0.91,86.54
W0283,13.19,1.28,47.06
W0284,13.20,1.85,159.17
W0285,13.22,1.63,155.91
W0286,13.24,1.46,47.37
W0287,13.24,0.65,92.22
W0288,13.25,1.77,22.58
W0289,13.26,1.7,68.89
W0290,13.30,1.88,161.34
W0291,13.31,1.04,31.1
W0292,13.33,1.7,137.75
W0293,13.37,0.8,125.09
W0294,13.37,1.25,147.63
W0295,13.37,1.04,79.98
W0296,13.38,0.99,175.05
W0297,13.39,1.4,75.23
W0298,13.40,0.75,44.71
W0299,13.40,0.88,43.43
W0300,13.41,1.27,64.9
W0301,13.44,1.13,36.58
W0302,13.46,1.1,75.4
W0303,13.47,1.99,47.84
W0304,13.47,1.32,28.51
W0305,13.49,1.54,67.79
W0306,13.49,1.47,121.19
W0307,13.51,1.04,118.32
W0308,13.53,1.51,39.8
W0309,13.53,1.78,160.15
W0310,13.57,1.96,72.05
W0311,13.58,0.64,171.1
W0312,13.59,1.97,147.05
W0313,13.59,0.76,80.68
W0314,13.59,1.0,37.0
W0315,14.01,0.82,43.8
W0316,14.02,0.86,25.73
W0317,14.02,1.17,44.46
W0318,14.06,1.42,29.43
W0319,14.06,1.79,54.22
W0320,14.07,1.99,93.5
W0321,14.12,1.97,28.94
W0322,14.12,1.29,42.28
W0323,14.15,0.86,48.41
W0324,14.16,0.62,129.1
W0325,14.16,1.64,74.5
W0326,14.17,0.78,103.83
W0327,14.19,1.25,56.27
W0328,14.20,1.83,144.63
W0329,14.23,1.84,159.44
W0330,14.24,1.2,117.27
W0331,14.25,1.77,80.05
W0332,14.25,0.81,49.4
W0333,14.35,1.64,34.79
W0334,14.35,1.54,111.91
W0335,14.35,1.85,132.92
W0336,14.36,1.71,67.41
W0337,14.38,1.93,115.6
W0338,14.39,1.23,116.48
W0339,14.40,1.21,141.02
W0340,14.42,0.76,129.07
W0341,14.42,0.74,23.46
W0342,14.43,1.75,44.53
W0343,14.44,1.04,146.91
W0344,14.45,1.39,29.82
W0345,14.49,1.29,69.16
W0346,14.50,1.03,28.97
W0347,14.50,1.76,99.21
W0348,14.51,0.6,156.94
W0349,14.51,1.96,25.86
W0350,14.52,1.07,82.08
W0351,14.52,1.72,22.29
W0352,14.52,1.16,95.65
W0353,14.52,1.16,90.45
W0354,14.53,1.79,168.73
W0355,14.54,0.99,105.44
W0356,14.55,1.67,56.18
W0357,14.58,1.27,107.98
W0358,14.58,1.19,165.7
W0359,15.01,0.9,128.12
W0360,15.01,1.09,86.96
W0361,15.02,0.71,147.65
W0362,15.02,1.33,97.35
W0363,15.03,1.51,110.97
W0364,15.04,1.59,83.98
W0365,15.05,0.93,85.59
W0366,15.07,1.67,135.14
W0367,15.08,1.76,37.01
W0368,15.08,1.18,29.49
W0369,15.09,1.99,91.21
W0370,15.11,1.53,153.02
W0371,15.11,1.55,37.91
W0372,15.11,0.63,97.04
W0373,15.12,1.85,143.17
W0374,15.18,1.2,113.84
W0375,15.18,0.61,126.56
W0376,15.24,0.81,108.54
W0377,15.29,1.01,134.53
W0378,15.30,1.38,168.17
W0379,15.32,1.86,176.32
W0380,15.32,1.63,87.11
W0381,15.33,1.73,131.61
W0382,15.35,1.87,90.98
W0383,15.37,1.5,127.45
W0384,15.37,1.19,130.12
W0385,15.37,1.5,158.44
W0386,15.40,0.7,95.37
W0387,15.40,0.64,25.34
W0388,15.44,1.56,125.31
W0389,15.48,1.56,166.4
W0390,15.53,1.27,130.16
W0391,15.53,0.77,174.26
W0392,15.54,1.59,91.13
W0393,15.57,0.69,122.48
W0394,15.57,1.77,89.56
W0395,15.58,1.32,171.69
W0396,15.58,0.9,82.45
W0397,16.04,1.38,178.69
W0398,16.06,1.75,56.03
W0399,16.07,1.34,116.8
W0400,16.09,0.92,152.6
W0401,16.10,1.77,167.38
W0402,16.10,1.97,97.64
W0403,16.14,1.58,171.98
W0404,16.15,0.96,105.89
W0405,16.16,0.76,122.89
W0406,16.17,0.65,138.83
W0407,16.18,0.69,133.2
W0408,16.19,0.66,64.05
W0409,16.23,1.49,28.0
W0410,16.23,1.43,92.48
W0411,16.23,1.82,49.23
W0412,16.24,0.77,28.89
W0413,16.24,1.12,53.08
W0414,16.25,0.96,38.0
W0415,16.25,0.84,145.08
W0416,16.29,1.05,123.53
W0417,16.30,0.71,50.45
W0418,16.36,1.42,120.22
W0419,16.39,1.6,38.75
W0420,16.41,0.72,111.08
W0421,16.43,0.88,108.83
W0422,16.44,1.43,120.88
W0423,16.44,0.6,62.6
W0424,16.45,1.87,156.22
W0425,16.47,1.6,95.46
W0426,16.47,1.02,34.17
W0427,16.48,0.98,101.83
W0428,16.50,1.63,50.26
W0429,16.51,1.7,100.73
W0430,16.54,0.96,164.81
W0431,16.54,1.73,81.11
W0432,16.58,1.43,171.54
W0433,17.01,0.77,135.43
W0434,17.01,1.07,64.93
W0435,17.02,1.5,110.62
W0436,17.03,1.98,66.34
W0437,17.04,1.63,164.16
W0438,17.04,1.23,166.48
W0439,17.05,1.45,29.89
W0440,17.05,0.67,58.01
W0441,17.06,0.7,28.76
W0442,17.08,0.74,134.48
W0443,17.08,0.85,37.59
W0444,17.08,1.61,25.16
W0445,17.09,1.68,46.7
W0446,17.13,1.89,45.82
W0447,17.14,1.5,165.0
W0448,17.15,1.0,58.08
W0449,17.17,1.12,146.1
W0450,17.18,0.7,30.76
W0451,17.18,1.58,36.13
W0452,17.19,1.85,92.04
W0453,17.21,1.01,65.09
W0454,17.21,1.85,97.79
W0455,17.23,1.13,158.05
W0456,17.25,0.89,51.55
W0457,17.27,1.38,109.34
W0458,17.27,1.54,30.44
W0459,17.28,1.47,178.01
W0460,17.29,1.87,125.83
W0461,17.30,1.67,53.56
W0462,17.32,0.87,70.02
W0463,17.32,1.3,111.22
W0464,17.33,1.83,49.81
W0465,17.36,1.87,36.61
W0466,17.39,1.06,138.97
W0467,17.39,1.35,169.73
W0468,17.40,1.73,58.14
W0469,17.40,1.85,90.73
W0470,17.43,1.83,21.16
W0471,17.43,0.83,53.95
W0472,17.44,1.26,57.04
W0473,17.44,1.62,67.64
W0474,17.46,1.26,77.55
W0475,17.53,0.86,160.43
W0476,17.55,0.81,46.08
W0477,17.56,1.32,93.84
W0478,17.57,1.72,105.93
W0479,17.58,0.71,168.69
W0480,17.58,0.82,127.71
W0481,17.59,1.66,90.53
W0482,17.59,1.41,96.09
W0483,18.08,1.45,146.19
W0484,18.10,0.78,116.97
W0485,18.18,1.22,153.27
W0486,18.32,1.67,92.43
W0487,18.35,1.54,96.88
W0488,18.43,0.94,97.7
W0489,18.49,0.77,48.9
W0490,18.57,1.01,157.62
W0491,19.02,1.53,130.99
W0492,19.21,1.64,107.45
W0493,19.25,1.83,124.4
W0494,19.33,1.81,146.27
W0495,19.33,1.48,77.15
W0496,19.40,1.55,85.8
W0497,19.41,1.61,125.96
W0498,19.48,0.95,78.6
W0499,19.51,0.92,21.86
W0500,19.52,1.66,30.74
W0501,19.59,1.93,73.54
W0502,20.00,1.44,76.88
W0503,20.01,0.77,165.36
W0504,20.11,0.89,116.61
W0505,20.13,0.71,121.3
W0506,20.15,0.75,35.71
W0507,20.28,1.93,95.72
W0508,20.35,1.57,47.7
W0509,20.42,1.61,173.75
W0510,20.42,1.04,25.43
W0511,20.47,1.89,41.24
W0512,20.51,0.64,104.97
W0513,20.55,1.71,116.26
W0514,20.56,1.75,170.08
W0515,21.24,1.17,107.42
W0516,21.28,0.88,37.3
W0517,21.35,1.91,119.26
W0518,21.38,0.9,85.55
W0519,21.40,1.34,37.96
W0520,21.57,1.72,141.49
W0521,22.02,1.05,73.64
W0522,22.05,1.43,53.22
W0523,22.08,1.97,146.68
W0524,22.13,1.45,92.4
W0525,22.16,1.06,86.89
W0526,22.18,0.63,115.1
W0527,22.20,0.64,23.17
W0528,22.32,1.71,170.15
W0529,22.36,1.84,108.38
W0530,22.44,1.07,124.45
W0531,22.53,1.89,113.98
W0532,23.01,0.83,83.58
W0533,23.10,1.56,97.08
W0534,23.14,0.63,109.42
W0535,23.15,1.06,94.1
W0536,23.24,0.7,172.34
W0537,23.29,1.79,32.08
W0538,23.30,1.32,122.96
W0539,23.42,1.26,79.9
