WorkerID,StartTimeAvailable,PerformanceRating,AvailabilityTime
W0131,10.24,1.23,126.87
W0132,10.25,1.1,160.17
W0133,10.28,1.74,45.44
W0134,10.29,2.0,150.8
W0135,10.29,1.06,125.06
W0136,10.30,0.73,126.16
W0137,10.34,1.23,66.55
W0138,10.34,1.26,90.47
W0139,10.34,1.47,24.55
W0140,10.35,1.4,95.66
W0141,10.36,1.76,59.68
W0142,10.37,0.94,143.87
W0143,10.37,1.02,46.29
W0144,10.37,1.82,121.16
W0145,10.38,1.11,135.09
W0146,10.39,1.62,157.17
W0147,10.40,1.28,57.31
W0148,10.42,1.93,86.3
W0149,10.43,1.43,91.04
W0150,10.44,1.4,165.03
W0151,10.45,1.07,116.07
W0152,10.46,1.69,148.28
W0153,10.47,1.94,139.84
W0154,10.47,1.88,27.44
W0155,10.47,1.66,101.74
W0156,10.50,0.86,73.13
W0157,10.54,1.35,33.98
W0158,10.54,1.31,67.98
W0159,10.55,1.59,74.93
W0160,10.56,1.64,107.75
W0161,10.57,0.9,139.18
W0162,10.57,1.23,41.34
W0163,10.57,1.37,169.55
W0164,10.57,1.52,94.3
W0165,10.58,1.63,40.87
W0166,10.58,1.07,169.55
W0167,11.01,1.7,162.62
W0168,11.01,1.24,179.93
W0169,11.03,1.81,82.4
W0170,11.05,0.89,94.29
W0171,11.07,1.0,90.84
W0172,11.07,1.43,114.21
W0173,11.08,1.32,174.05
W0174,11.09,1.75,89.15
W0175,11.14,0.73,160.28
W0176,11.18,1.09,150.13
W0177,11.20,0.68,126.39
W0178,11.20,1.04,126.23
W0179,11.21,1.52,159.92
W0180,11.22,1.77,79.3
W0181,11.23,1.53,32.15
W0182,11.23,1.13,165.53
W0183,11.23,0.73,50.29
W0184,11.24,0.85,41.72
W0185,11.27,1.92,100.13
W0186,11.28,1.02,98.15
W0187,11.29,0.8,108.17
W0188,11.30,1.26,62.3
W0189,11.30,1.89,116.21
W0190,11.30,1.43,75.71
W0191,11.31,1.72,131.36
W0192,11.32,1.83,43.35
W0193,11.34,0.77,21.42
W0194,11.36,1.72,135.15
W0195,11.37,1.81,153.42
W0196,11.37,1.08,130.3
W0197,11.38,1.89,40.56
W0198,11.38,1.29,156.14
W0199,11.39,1.2,119.5
W0200,11.39,0.75,40.63
W0201,11.42,1.86,90.31
W0202,11.44,1.81,169.96
W0203,11.47,1.27,95.58
W0204,11.48,0.72,77.3
W0205,11.48,1.82,146.15
W0206,11.49,1.45,38.23
W0207,11.49,0.92,176.95
W0208,11.50,1.87,119.57
W0209,11.52,1.53,24.74
W0210,11.52,1.03,34.83
W0211,11.52,1.13,85.11
W0212,11.54,1.3,35.44
W0213,11.54,1.28,39.88
W0214,11.55,1.05,71.87
W0215,11.56,1.97,80.37
W0216,11.56,1.03,75.48
W0217,11.58,1.72,110.37
W0218,11.59,1.94,43.53
W0219,11.59,1.98,79.9
W0220,12.00,1.6,40.34
W0221,12.00,0.77,174.32
W0222,12.01,1.6,71.5
W0223,12.01,0.97,30.19
W0224,12.02,1.59,109.59
W0225,12.03,1.9,108.14
W0226,12.03,0.95,77.04
W0227,12.03,1.03,139.76
W0228,12.04,0.69,141.98
W0229,12.04,0.92,27.64
W0230,12.06,1.12,98.46
W0231,12.10,1.44,72.59
W0232,12.12,1.8,145.24
W0233,12.14,0.79,142.74
W0234,12.15,1.01,176.08
W0235,12.17,1.18,100.22
W0236,12.19,1.35,137.55
W0237,12.20,1.83,66.04
W0238,12.20,1.95,141.59
W0239,12.21,1.2,126.32
W0240,12.22,0.69,53.85
W0241,12.24,1.02,177.93
W0242,12.24,1.61,121.85
W0243,12.25,0.86,65.06
W0244,12.25,0.81,48.5
W0245,12.26,1.13,115.78
W0246,12.29,1.03,112.08
W0247,12.33,1.07,155.15
W0248,12.34,1.99,86.94
W0249,12.35,1.82,24.16
W0250,12.38,0.81,41.55
W0251,12.39,1.36,166.36
W0252,12.39,1.77,81.0
W0253,12.44,0.63,47.78
W0254,12.44,1.76,125.39
W0255,12.44,0.66,161.34
W0256,12.45,1.64,103.73
W0257,12.46,1.5,101.76
W0258,12.47,1.14,177.14
W0259,12.49,1.07,60.87
W0260,12.50,1.84,101.62
W0261,12.51,1.65,51.14
W0262,12.51,1.22,150.93
W0263,12.54,1.33,22.88
W0264,12.57,1.18,113.21
W0265,12.57,0.91,22.56
W0266,12.57,0.94,50.36
W0267,13.00,1.62,179.32
W0268,13.01,1.85,137.51
W0269,13.01,1.23,87.42
W0270,13.02,1.89,78.64
W0271,13.02,1.06,113.58
W0272,13.03,1.16,127.64
W0273,13.03,1.9,48.8
W0274,13.04,1.46,66.03
W0275,13.09,1.16,124.58
W0276,13.09,1.37,125.33
W0277,13.11,1.33,116.81
W0278,13.13,0.65,121.66
W0279,13.18,1.51,93.11
W0280,13.19,1.56,20.29
W0281,13.21,0.62,71.51
W0282,13.22,1.92,178.69
W0283,13.26,0.74,126.99
W0284,13.26,1.15,126.24
W0285,13.29,1.02,22.89
W0286,13.29,1.98,37.15
W0287,13.29,1.71,158.24
W0288,13.30,1.98,73.65
W0289,13.30,1.41,150.6
W0290,13.31,1.99,63.54
W0291,13.31,1.64,127.0
W0292,13.33,1.61,152.23
W0293,13.35,1.78,175.19
W0294,13.37,1.17,113.18
W0295,13.38,1.46,80.05
W0296,13.43,1.19,107.86
W0297,13.43,1.63,147.13
W0298,13.45,1.26,115.84
W0299,13.45,1.53,69.05
W0300,13.46,1.55,148.74
W0301,13.48,1.79,55.11
W0302,13.49,1.97,149.84
W0303,13.51,1.41,168.62
W0304,13.54,1.1,179.85
W0305,13.54,1.36,87.21
W0306,13.57,0.75,155.63
W0307,13.59,1.48,117.1
W0308,14.00,1.99,32.03
W0309,14.00,0.63,102.53
W0310,14.03,0.7,23.78
W0311,14.03,1.05,68.51
W0312,14.03,1.33,134.63
W0313,14.04,1.53,81.83
W0314,14.04,1.44,154.17
W0315,14.04,1.62,109.49
W0316,14.05,1.81,114.4
W0317,14.05,1.53,144.2
W0318,14.07,1.63,36.28
W0319,14.10,1.32,154.03
W0320,14.12,0.73,56.25
W0321,14.12,1.19,144.29
W0322,14.14,1.8,55.33
W0323,14.17,1.34,29.69
W0324,14.18,0.88,138.82
W0325,14.20,1.09,122.1
W0326,14.21,0.61,140.04
W0327,14.21,1.49,74.11
W0328,14.25,0.93,165.07
W0329,14.25,1.83,52.34
W0330,14.25,1.59,57.29
W0331,14.26,0.94,170.38
W0332,14.27,1.48,53.85
W0333,14.28,0.99,47.06
W0334,14.30,1.63,103.66
W0335,14.31,1.12,89.88
W0336,14.31,0.75,168.87
W0337,14.31,0.91,137.68
W0338,14.31,1.51,166.45
W0339,14.32,0.75,128.73
W0340,14.32,1.2,75.59
W0341,14.34,0.6,108.71
W0342,14.34,0.78,39.17
W0343,14.37,1.93,55.07
W0344,14.37,1.96,160.35
W0345,14.38,1.06,97.66
W0346,14.39,0.72,101.25
W0347,14.40,0.85,160.27
W0348,14.40,1.91,88.1
W0349,14.44,0.65,175.02
W0350,14.47,1.7,63.78
W0351,14.47,0.86,159.67
W0352,14.48,1.56,57.49
W0353,14.52,0.92,54.09
W0354,14.52,0.89,159.86
W0355,14.53,1.1,144.55
W0356,14.53,1.9,140.95
W0357,14.53,0.76,167.14
W0358,14.55,0.87,171.0
W0359,14.57,1.23,179.99
W0360,14.59,1.64,166.54
W0361,14.59,1.76,72.29
W0362,15.01,1.28,151.37
W0363,15.02,1.97,67.56
W0364,15.03,1.08,112.72
W0365,15.04,1.63,111.08
W0366,15.04,1.65,51.43
W0367,15.06,1.16,140.7
W0368,15.06,1.81,111.28
W0369,15.07,1.73,24.77
W0370,15.07,1.09,111.94
W0371,15.09,0.84,39.98
W0372,15.10,1.92,152.09
W0373,15.16,0.98,43.9
W0374,15.17,0.63,127.37
W0375,15.17,1.34,134.45
W0376,15.18,1.57,138.13
W0377,15.21,1.94,84.99
W0378,15.26,0.86,99.93
W0379,15.28,1.5,34.83
W0380,15.28,1.03,124.09
W0381,15.29,0.91,59.3
W0382,15.29,1.99,83.94
W0383,15.29,1.45,105.36
W0384,15.31,1.11,129.89
W0385,15.32,0.92,173.11
W0386,15.32,1.52,176.42
W0387,15.33,0.98,169.17
W0388,15.35,0.79,134.5
W0389,15.35,1.1,176.1
W0390,15.36,1.43,27.19
W0391,15.38,1.57,115.23
W0392,15.39,0.96,28.12
W0393,15.42,0.76,162.16
W0394,15.42,1.05,34.39
W0395,15.44,1.72,97.91
W0396,15.45,1.01,157.35
W0397,15.45,1.0,140.51
W0398,15.51,0.87,114.91
W0399,15.53,1.88,45.11
W0400,15.54,0.64,145.52
W0401,15.55,1.72,64.21
W0402,16.00,0.76,166.6
W0403,16.01,1.25,97.63
W0404,16.02,1.72,141.52
W0405,16.02,0.76,101.77
W0406,16.03,0.82,173.5
W0407,16.03,1.95,130.86
W0408,16.06,1.62,169.58
W0409,16.10,1.8,21.98
W0410,16.11,1.74,114.22
W0411,16.12,1.68,75.75
W0412,16.12,1.51,145.24
W0413,16.13,1.21,121.48
W0414,16.15,1.09,78.78
W0415,16.16,1.8,118.04
W0416,16.16,0.99,93.31
W0417,16.16,1.07,80.41
W0418,16.18,1.85,143.79
W0419,16.20,1.64,86.12
W0420,16.21,1.91,168.65
W0421,16.21,1.68,21.62
W0422,16.23,1.72,174.72
W0423,16.25,0.61,171.59
W0424,16.26,1.66,157.97
W0425,16.26,0.83,176.43
W0426,16.28,1.64,145.37
W0427,16.29,1.38,131.85
W0428,16.30,0.97,36.59
W0429,16.31,1.55,84.46
W0430,16.31,0.69,50.64
W0431,16.35,1.65,98.73
W0432,16.37,0.9,129.85
W0433,16.37,1.67,29.21
W0434,16.37,1.98,65.38
W0435,16.38,0.98,40.47
W0436,16.39,1.38,79.78
W0437,16.41,1.96,53.28
W0438,16.42,1.32,27.25
W0439,16.43,0.66,162.27
W0440,16.44,1.17,164.81
W0441,16.45,1.67,102.53
W0442,16.48,1.9,167.47
W0443,16.50,1.53,156.31
W0444,16.55,0.93,27.56
W0445,16.55,0.91,77.15
W0446,16.57,1.36,41.02
W0447,16.58,0.74,36.06
W0448,16.59,0.98,146.55
W0449,17.01,1.98,158.8
W0450,17.02,1.21,135.38
W0451,17.03,1.94,169.55
W0452,17.05,1.31,103.8
W0453,17.05,0.74,70.13
W0454,17.06,1.99,138.39
W0455,17.08,1.69,30.03
W0456,17.09,0.99,139.81
W0457,17.10,1.36,133.16
W0458,17.12,0.7,66.1
W0459,17.14,0.65,62.03
W0460,17.15,1.75,93.55
W0461,17.16,1.46,102.58
W0462,17.16,0.69,175.92
W0463,17.18,0.65,70.16
W0464,17.20,1.75,159.87
W0465,17.20,0.98,154.77
W0466,17.22,1.64,44.35
W0467,17.23,1.87,173.1
W0468,17.23,1.69,34.97
W0469,17.26,1.48,90.68
W0470,17.28,0.86,35.53
W0471,17.28,1.03,170.56
W0472,17.30,1.44,89.16
W0473,17.31,1.1,58.35
W0474,17.31,1.78,150.15
W0475,17.33,0.61,95.81
W0476,17.34,1.66,152.77
W0477,17.34,1.35,56.46
W0478,17.35,1.14,105.57
W0479,17.38,1.1,51.62
W0480,17.38,1.07,21.16
W0481,17.40,1.11,89.0
W0482,17.40,1.13,163.24
W0483,17.41,1.14,54.69
W0484,17.42,1.57,146.23
W0485,17.43,0.62,147.41
W0486,17.45,1.94,108.88
W0487,17.47,1.14,35.22
W0488,17.48,1.87,26.45
W0489,17.50,1.27,117.62
W0490,17.51,1.67,106.66
W0491,17.51,1.31,55.7
W0492,17.53,1.23,101.29
W0493,17.53,0.69,120.96
W0494,17.54,1.98,33.29
W0495,17.56,1.91,77.95
W0496,17.59,1.23,125.26
W0497,18.11,1.28,29.43
W0498,18.13,1.3,132.38
W0499,18.14,1.38,138.43
W0500,18.17,1.77,150.65
W0501,18.20,1.08,119.66
W0502,18.26,1.94,165.27
W0503,18.43,1.42,49.7
W0504,18.47,1.16,122.11
W0505,18.51,1.0,27.02
W0506,18.56,1.36,101.8
W0507,18.57,1.33,106.4
W0508,18.59,1.58,43.74
W0509,19.01,0.83,170.11
W0510,19.07,1.22,178.18
W0511,19.08,0.85,22.19
W0512,19.12,1.31,75.94
W0513,19.18,1.44,111.65
W0514,19.21,1.43,56.03
W0515,19.22,1.19,176.26
W0516,19.23,1.88,77.42
W0517,19.42,1.4,118.79
W0518,19.47,1.01,172.21
W0519,19.48,1.86,125.05
W0520,19.57,1.97,32.86
W0521,19.58,1.43,122.91
W0522,20.01,0.78,101.72
W0523,20.06,0.75,106.4
W0524,20.09,0.68,116.81
W0525,20.17,1.99,78.34
W0526,20.18,1.65,39.37
W0527,20.21,0.76,140.43
W0528,20.22,1.47,112.14
W0529,20.23,1.42,118.61
W0530,20.24,0.91,72.6
W0531,20.26,1.07,148.38
W0532,20.28,1.89,21.12
W0533,20.30,1.08,161.8
W0534,21.10,1.46,63.85
W0535,21.12,1.41,125.72
W0536,21.20,1.81,44.61
W0537,21.30,0.75,129.2
W0538,21.31,0.77,134.18
W0539,21.43,1.58,21.16
W0540,21.46,1.76,56.45
W0541,22.02,1.66,52.8
W0542,22.03,1.11,78.85
W0543,22.05,0.74,142.75
W0544,22.05,1.62,35.92
W0545,22.06,1.03,84.36
W0546,22.09,0.64,179.37
W0547,22.13,1.75,90.38
W0548,22.13,0.83,71.68
W0549,22.16,1.24,65.98
W0550,22.24,1.06,166.36
W0551,22.26,0.89,139.23
W0552,22.43,1.66,109.16
W0553,22.50,0.96,117.93
W0554,22.52,1.17,127.98
W0555,22.56,1.75,115.05
W0556,22.59,1.79,131.55
W0557,23.05,1.03,40.6
W0558,23.17,0.87,84.47
W0559,23.21,1.96,103.87
W0560,23.31,0.89,89.97
W0561,23.39,1.84,118.18
W0562,23.44,0.68,56.7
W0563,23.47,1.13,22.78
W0564,23.49,1.95,169.47
W0565,23.53,1.7,60.75
W0566,23.56,1.45,131.58
W0567,23.59,1.53,117.95
