WorkerID,StartTimeAvailable,PerformanceRating,AvailabilityTime
W0116,8.47,0.74,27.32
W0117,8.55,1.84,32.49
W0118,8.57,1.22,54.33
W0119,9.00,1.22,28.25
W0120,9.01,1.33,58.0
W0121,9.05,1.41,115.58
W0122,9.05,1.34,26.49
W0123,9.08,1.9,148.56
W0124,9.20,1.98,134.49
W0125,9.24,0.82,98.78
W0126,9.32,1.97,119.76
W0127,9.33,1.02,118.89
W0128,9.42,1.24,82.3
W0129,9.45,0.66,139.98
W0130,9.59,1.29,62.71
W0131,10.03,1.26,127.84
W0132,10.07,1.54,51.01
W0133,10.10,0.64,139.06
W0134,10.13,0.67,140.87
W0135,10.17,1.13,105.58
W0136,10.20,0.7,112.1
W0137,10.22,1.93,137.89
W0138,10.25,1.17,168.81
W0139,10.33,0.78,125.33
W0140,10.36,1.44,158.35
W0141,10.42,1.65,83.68
W0142,10.45,0.74,141.89
W0143,10.47,0.93,35.91
W0144,10.55,0.75,84.08
W0145,10.55,0.96,39.41
W0146,10.57,0.75,66.21
W0147,10.59,1.72,74.15
W0148,10.59,1.34,30.42
W0149,11.04,0.85,94.73
W0150,11.07,1.57,129.1
W0151,11.17,1.47,105.31
W0152,11.18,1.64,73.51
W0153,11.20,0.71,52.83
W0154,11.48,1.65,23.72
W0155,11.48,0.81,106.7
W0156,11.55,1.12,108.97
W0157,11.57,1.74,37.35
W0158,11.57,1.0,22.71
W0159,12.03,0.97,144.4
W0160,12.04,1.23,82.66
W0161,12.06,1.95,23.34
W0162,12.06,1.07,131.78
W0163,12.10,0.62,60.49
W0164,12.11,0.77,98.72
W0165,12.13,1.22,153.32
W0166,12.21,1.46,111.43
W0167,12.23,1.04,112.22
W0168,12.27,1.66,30.1
W0169,12.28,1.29,114.81
W0170,12.32,0.72,30.14
W0171,12.37,1.23,64.01
W0172,12.45,1.44,54.38
W0173,12.46,1.67,143.94
W0174,12.47,1.55,101.97
W0175,12.59,1.27,140.29
W0176,13.14,0.96,75.77
W0177,13.20,0.78,47.05
W0178,13.22,1.06,32.23
W0179,13.23,0.74,105.21
W0180,13.26,1.69,80.33
W0181,13.30,1.61,23.48
W0182,13.35,0.86,85.63
W0183,13.36,0.65,130.55
W0184,13.42,0.98,82.66
W0185,13.47,1.43,87.99
W0186,13.47,0.89,84.41
W0187,13.50,1.11,121.82
W0188,14.03,0.89,95.89
W0189,14.09,1.77,54.11
W0190,14.15,1.37,127.42
W0191,14.20,1.52,106.19
W0192,14.22,1.8,92.89
W0193,14.22,1.66,169.57
W0194,14.23,1.45,142.15
W0195,14.28,1.31,35.77
W0196,14.29,0.68,159.64
W0197,14.36,1.78,21.07
W0198,14.41,1.12,137.43
W0199,14.41,0.61,112.65
W0200,14.42,1.2,49.39
W0201,14.46,0.86,69.25
W0202,15.01,0.64,176.66
W0203,15.04,1.66,55.92
W0204,15.11,0.69,51.53
W0205,15.12,1.08,147.42
W0206,15.19,1.84,133.09
W0207,15.27,1.66,47.32
W0208,15.30,0.82,87.0
W0209,15.38,1.86,116.0
W0210,15.48,1.0,71.86
W0211,15.49,0.9,159.33
W0212,15.52,0.76,91.16
W0213,15.53,1.8,45.07
W0214,15.57,0.81,20.45
W0215,16.01,1.13,75.91
W0216,16.04,1.57,158.18
W0217,16.05,1.67,120.54
W0218,16.14,1.5,70.09
W0219,16.15,0.93,106.08
W0220,16.19,1.3,30.69
W0221,16.21,1.52,146.3
W0222,16.27,1.54,87.76
W0223,16.30,1.63,101.2
W0224,16.30,0.97,66.43
W0225,16.33,1.73,26.36
W0226,16.37,1.02,35.37
W0227,16.38,1.29,140.56
W0228,16.41,1.47,113.14
W0229,16.44,1.53,121.83
W0230,16.45,1.74,76.24
W0231,16.55,1.93,166.18
W0232,16.56,0.65,58.78
W0233,16.58,1.76,92.84
W0234,17.18,0.74,179.46
W0235,17.25,1.69,118.28
W0236,17.25,0.99,56.24
W0237,17.33,0.91,174.65
W0238,17.39,0.78,154.2
W0239,17.41,1.42,20.35
W0240,17.55,1.26,144.31
W0241,18.03,0.61,86.79
W0242,18.07,1.93,52.71
W0243,18.12,1.26,68.43
W0244,18.15,2.0,53.42
W0245,18.22,1.19,87.4
W0246,18.31,1.58,71.87
W0247,18.37,1.4,63.2
W0248,18.38,1.41,117.81
W0249,18.42,1.29,38.98
W0250,18.42,1.08,164.76
W0251,18.48,1.72,98.46
W0252,18.52,1.49,79.23
W0253,18.57,1.11,105.83
W0254,18.59,1.34,73.01
W0255,19.05,1.59,28.36
W0256,19.11,1.82,131.33
W0257,19.17,1.27,25.33
W0258,19.18,0.92,174.29
W0259,19.20,0.95,168.49
W0260,19.25,1.8,155.24
W0261,19.33,1.52,149.3
W0262,19.36,0.93,88.09
W0263,19.39,1.89,43.55
W0264,19.47,0.9,156.21
W0265,19.55,1.31,31.1
W0266,20.01,1.12,100.82
W0267,20.21,0.83,177.95
W0268,20.23,1.52,119.94
W0269,20.24,0.99,76.51
W0270,20.28,1.6,120.1
W0271,20.37,0.77,170.07
W0272,20.40,1.96,89.82
W0273,20.40,0.61,155.86
W0274,20.42,0.96,88.69
W0275,20.51,1.97,66.16
W0276,20.53,0.98,85.13
W0277,20.55,0.63,28.92
W0278,20.59,0.66,165.32
W0279,20.59,0.81,30.66
W0280,21.05,1.33,179.48
W0281,21.06,1.59,57.25
W0282,21.08,1.51,136.39
W0283,21.12,1.16,172.43
W0284,21.13,1.72,134.52
W0285,21.16,0.7,85.82
W0286,21.23,1.68,111.9
W0287,21.26,1.9,142.73
W0288,21.29,0.83,32.22
W0289,21.33,1.75,91.68
W0290,21.35,1.02,131.71
W0291,21.38,1.2,27.69
W0292,21.39,1.55,141.25
W0293,21.43,1.96,130.38
W0294,21.44,1.86,164.3
W0295,21.46,1.9,125.1
W0296,21.50,0.87,64.01
W0297,22.02,1.81,154.78
W0298,22.02,0.99,34.2
W0299,22.03,1.24,142.06
W0300,22.10,1.88,34.82
W0301,22.19,1.79,92.05
W0302,22.21,0.76,48.16
W0303,22.22,1.73,75.73
W0304,22.23,1.13,154.72
W0305,22.24,0.67,145.43
W0306,22.34,1.47,163.4
W0307,22.42,1.76,79.17
W0308,22.47,1.98,167.83
W0309,22.48,1.17,58.78
W0310,22.48,1.71,60.88
W0311,22.53,1.9,84.3
W0312,22.56,1.33,106.06
W0313,22.59,1.42,24.74
W0314,23.02,1.12,131.55
W0315,23.02,0.64,39.71
W0316,23.08,1.9,33.61
W0317,23.15,0.76,56.05
W0318,23.19,1.06,32.65
W0319,23.20,1.85,149.55
W0320,23.35,0.66,173.47
W0321,23.38,1.51,29.66
W0322,23.39,0.79,86.79
W0323,23.45,1.15,114.95
W0324,23.46,1.76,110.25
W0325,23.47,1.18,69.42
W0326,23.54,0.9,38.93
W0327,23.59,1.78,143.44
