TestID,ScheduledTime,TestTime
T0626,13.39,1.35
T0627,13.39,1.35
T0628,13.40,2.33
T0629,13.40,1.44
T0630,13.41,2.32
T0631,13.41,2.52
T0632,13.41,2.05
T0633,13.42,1.43
T0634,13.42,1.13
T0635,13.43,1.55
T0636,13.44,1.09
T0637,13.44,2.0
T0638,13.44,2.47
T0639,13.46,1.35
T0640,13.46,1.49
T0641,13.46,1.03
T0642,13.47,1.19
T0643,13.48,1.35
T0644,13.49,1.08
T0645,13.49,1.52
T0646,13.50,1.12
T0647,13.53,2.54
T0648,13.54,1.07
T0649,13.54,1.31
T0650,13.55,1.11
T0651,13.55,1.38
T0652,13.56,1.57
T0653,13.57,1.26
T0654,13.57,1.3
T0655,13.59,1.52
T0656,13.59,1.08
T0657,13.59,2.4
T0658,14.00,1.45
T0659,14.00,1.54
T0660,14.01,1.26
T0661,14.01,1.55
T0662,14.02,1.33
T0663,14.02,1.48
T0664,14.03,1.07
T0665,14.03,2.42
T0666,14.05,1.19
T0667,14.05,2.2
T0668,14.05,2.16
T0669,14.06,1.13
T0670,14.06,1.31
T0671,14.09,1.28
T0672,14.11,1.07
T0673,14.12,2.01
T0674,14.13,1.59
T0675,14.14,1.18
T0676,14.14,1.16
T0677,14.15,1.04
T0678,14.16,2.59
T0679,14.17,1.23
T0680,14.18,1.29
T0681,14.18,1.09
T0682,14.18,2.38
T0683,14.19,1.42
T0684,14.21,1.2
T0685,14.22,2.32
T0686,14.22,1.09
T0687,14.24,1.22
T0688,14.24,1.52
T0689,14.25,1.27
T0690,14.25,1.55
T0691,14.27,1.34
T0692,14.28,1.55
T0693,14.28,1.51
T0694,14.29,1.31
T0695,14.29,2.27
T0696,14.32,1.21
T0697,14.34,1.38
T0698,14.34,1.44
T0699,14.35,2.16
T0700,14.35,1.23
T0701,14.39,1.32
T0702,14.41,2.41
T0703,14.42,1.22
T0704,14.43,1.16
T0705,14.44,1.49
T0706,14.44,2.59
T0707,14.48,2.06
T0708,14.48,2.53
T0709,14.48,1.2
T0710,14.49,1.12
T0711,14.49,1.52
T0712,14.49,1.37
T0713,14.50,1.57
T0714,14.50,1.43
T0715,14.50,1.57
T0716,14.50,1.36
T0717,14.50,1.2
T0718,14.50,1.55
T0719,14.51,1.37
T0720,14.51,1.54
T0721,14.53,1.57
T0722,14.53,1.41
T0723,14.53,1.51
T0724,14.53,1.4
T0725,14.55,1.43
T0726,14.56,2.21
T0727,14.59,1.29
T0728,15.00,1.08
T0729,15.00,1.38
T0730,15.00,1.01
T0731,15.00,1.01
T0732,15.01,1.18
T0733,15.02,2.1
T0734,15.03,1.55
T0735,15.03,1.31
T0736,15.04,1.15
T0737,15.04,1.19
T0738,15.05,1.48
T0739,15.05,1.07
T0740,15.05,1.23
T0741,15.06,2.29
T0742,15.07,1.58
T0743,15.07,2.44
T0744,15.08,1.2
T0745,15.08,2.29
T0746,15.08,1.44
T0747,15.08,2.05
T0748,15.09,2.11
T0749,15.10,1.0
T0750,15.10,1.03
T0751,15.12,1.22
T0752,15.14,1.4
T0753,15.14,2.5
T0754,15.16,2.01
T0755,15.16,1.4
T0756,15.17,1.19
T0757,15.17,1.22
T0758,15.19,1.06
T0759,15.21,1.45
T0760,15.21,1.5
T0761,15.22,1.29
T0762,15.23,1.08
T0763,15.23,1.27
T0764,15.23,1.58
T0765,15.25,1.29
T0766,15.25,2.15
T0767,15.25,2.57
T0768,15.26,1.41
T0769,15.26,1.11
T0770,15.27,1.06
T0771,15.28,1.41
T0772,15.28,1.23
T0773,15.28,1.09
T0774,15.28,2.22
T0775,15.29,1.31
T0776,15.29,1.19
T0777,15.30,2.13
T0778,15.30,1.55
T0779,15.31,1.47
T0780,15.32,1.32
T0781,15.32,1.35
T0782,15.33,1.33
T0783,15.34,2.38
T0784,15.36,1.4
T0785,15.36,1.5
T0786,15.38,1.44
T0787,15.38,2.08
T0788,15.40,1.11
T0789,15.42,1.17
T0790,15.43,1.29
T0791,15.44,1.05
T0792,15.45,2.15
T0793,15.45,1.06
T0794,15.46,1.04
T0795,15.47,1.12
T0796,15.47,1.49
T0797,15.47,2.35
T0798,15.47,1.23
T0799,15.47,1.13
T0800,15.48,1.24
T0801,15.48,1.05
T0802,15.49,2.15
T0803,15.50,1.16
T0804,15.50,2.49
T0805,15.50,1.42
T0806,15.52,2.4
T0807,15.52,2.06
T0808,15.53,1.09
T0809,15.54,1.25
T0810,15.55,2.39
T0811,15.55,1.16
T0812,15.56,1.51
T0813,15.56,1.04
T0814,15.57,1.03
T0815,15.58,1.03
T0816,15.58,1.17
T0817,15.59,1.08
T0818,16.01,1.41
T0819,16.01,1.22
T0820,16.01,1.18
T0821,16.02,1.45
T0822,16.02,1.45
T0823,16.03,1.47
T0824,16.03,1.37
T0825,16.03,1.19
T0826,16.04,1.15
T0827,16.05,1.04
T0828,16.06,1.13
T0829,16.06,1.51
T0830,16.07,1.11
T0831,16.08,1.07
T0832,16.08,1.13
T0833,16.09,1.41
T0834,16.09,1.29
T0835,16.09,1.07
T0836,16.10,1.24
T0837,16.12,1.52
T0838,16.13,2.52
T0839,16.14,1.31
T0840,16.15,1.21
T0841,16.15,2.08
T0842,16.15,1.12
T0843,16.16,2.29
T0844,16.17,1.56
T0845,16.19,2.08
T0846,16.19,1.11
T0847,16.20,1.32
T0848,16.20,1.55
T0849,16.21,1.07
T0850,16.21,1.32
T0851,16.21,1.32
T0852,16.22,1.03
T0853,16.23,1.27
T0854,16.24,2.47
T0855,16.26,2.3
T0856,16.27,1.35
T0857,16.28,1.51
T0858,16.29,1.46
T0859,16.29,1.55
T0860,16.29,1.37
T0861,16.30,1.02
T0862,16.30,2.34
T0863,16.30,1.25
T0864,16.31,1.51
T0865,16.31,1.56
T0866,16.32,1.17
T0867,16.33,1.52
T0868,16.34,1.04
T0869,16.35,1.15
T0870,16.35,1.05
T0871,16.37,1.44
T0872,16.38,1.05
T0873,16.39,1.29
T0874,16.39,1.08
T0875,16.39,1.45
T0876,16.43,1.02
T0877,16.43,2.0
T0878,16.43,1.35
T0879,16.43,1.42
T0880,16.44,1.39
T0881,16.44,1.22
T0882,16.44,1.03
T0883,16.44,1.04
T0884,16.44,1.57
T0885,16.44,1.1
T0886,16.45,1.03
T0887,16.45,1.51
T0888,16.48,1.4
T0889,16.48,1.33
T0890,16.48,1.51
T0891,16.49,1.48
T0892,16.49,1.04
T0893,16.50,1.2
T0894,16.50,1.1
T0895,16.51,2.55
T0896,16.52,1.21
T0897,16.52,1.11
T0898,16.53,2.29
T0899,16.53,1.26
T0900,16.54,2.12
T0901,16.55,1.55
T0902,16.55,1.24
T0903,16.56,2.51
T0904,16.57,1.23
T0905,16.57,1.38
T0906,16.59,1.35
T0907,17.00,1.16
T0908,17.01,1.46
T0909,17.01,2.11
T0910,17.01,1.06
T0911,17.01,1.33
T0912,17.01,1.25
T0913,17.01,1.57
T0914,17.03,1.2
T0915,17.03,1.48
T0916,17.03,1.19
T0917,17.04,1.1
T0918,17.05,2.36
T0919,17.06,1.27
T0920,17.06,1.23
T0921,17.06,1.21
T0922,17.06,1.41
T0923,17.06,1.21
T0924,17.07,1.32
T0925,17.07,1.58
T0926,17.07,1.26
T0927,17.07,1.14
T0928,17.08,1.35
T0929,17.08,1.56
T0930,17.08,1.46
T0931,17.09,1.22
T0932,17.10,1.49
T0933,17.11,1.14
T0934,17.13,1.4
T0935,17.13,1.03
T0936,17.14,2.38
T0937,17.15,1.3
T0938,17.16,1.1
T0939,17.16,1.29
T0940,17.16,1.07
T0941,17.16,1.18
T0942,17.17,1.51
T0943,17.18,1.31
T0944,17.19,2.56
T0945,17.19,1.11
T0946,17.20,1.49
T0947,17.20,1.14
T0948,17.23,1.42
T0949,17.25,2.58
T0950,17.25,2.3
T0951,17.27,1.13
T0952,17.28,1.27
T0953,17.29,2.28
T0954,17.29,1.22
T0955,17.30,1.33
T0956,17.30,1.49
T0957,17.31,1.3
T0958,17.32,1.25
T0959,17.32,2.4
T0960,17.34,1.1
T0961,17.34,2.29
T0962,17.35,2.5
T0963,17.35,1.36
T0964,17.35,1.46
T0965,17.36,1.36
T0966,17.37,1.33
T0967,17.37,1.13
T0968,17.37,1.3
T0969,17.38,1.06
T0970,17.39,1.24
T0971,17.40,2.41
T0972,17.40,1.56
T0973,17.41,2.49
T0974,17.41,1.05
T0975,17.41,1.45
T0976,17.41,1.22
T0977,17.42,1.41
T0978,17.43,1.12
T0979,17.43,1.25
T0980,17.43,1.41
T0981,17.44,1.18
T0982,17.44,1.28
T0983,17.45,2.19
T0984,17.45,1.17
T0985,17.46,2.14
T0986,17.47,1.22
T0987,17.48,2.35
T0988,17.48,1.08
T0989,17.49,1.1
T0990,17.52,2.08
T0991,17.52,1.11
T0992,17.52,1.54
T0993,17.53,2.1
T0994,17.54,1.16
T0995,17.54,1.5
T0996,17.54,1.14
T0997,17.55,2.02
T0998,17.58,1.06
T0999,17.58,1.1
T1000,18.02,1.07
T1001,18.03,1.44
T1002,18.05,1.44
T1003,18.05,1.11
T1004,18.05,1.45
T1005,18.06,1.03
T1006,18.07,1.24
T1007,18.07,1.27
T1008,18.07,1.52
T1009,18.08,2.15
T1010,18.08,1.27
T1011,18.08,1.29
T1012,18.09,1.26
T1013,18.10,1.06
T1014,18.11,1.06
T1015,18.11,2.06
T1016,18.11,1.28
T1017,18.11,1.07
T1018,18.13,1.38
T1019,18.14,1.03
T1020,18.14,1.45
T1021,18.15,1.33
T1022,18.15,2.11
T1023,18.15,1.25
T1024,18.15,2.25
T1025,18.16,1.1
T1026,18.17,1.16
T1027,18.18,1.54
T1028,18.19,1.02
T1029,18.19,1.5
T1030,18.19,1.04
T1031,18.20,1.01
T1032,18.20,1.14
T1033,18.21,1.29
T1034,18.23,2.54
T1035,18.24,2.33
T1036,18.25,1.11
T1037,18.25,1.53
T1038,18.28,1.1
T1039,18.29,1.03
T1040,18.31,1.46
T1041,18.32,2.07
T1042,18.33,1.43
T1043,18.34,1.19
T1044,18.34,1.47
T1045,18.34,1.1
T1046,18.34,1.22
T1047,18.35,2.06
T1048,18.37,2.31
T1049,18.37,1.41
T1050,18.37,1.28
T1051,18.38,1.47
T1052,18.39,1.48
T1053,18.39,1.52
T1054,18.39,1.38
T1055,18.41,1.44
T1056,18.41,1.34
T1057,18.41,1.35
T1058,18.42,1.42
T1059,18.44,2.34
T1060,18.44,1.29
T1061,18.44,1.23
T1062,18.45,1.57
T1063,18.45,1.44
T1064,18.47,1.02
T1065,18.49,1.34
T1066,18.49,1.2
T1067,18.49,2.53
T1068,18.52,2.45
T1069,18.52,1.22
T1070,18.52,1.09
T1071,18.52,2.48
T1072,18.52,1.29
T1073,18.54,1.18
T1074,18.55,1.18
T1075,18.57,1.3
T1076,18.57,1.24
T1077,18.58,1.59
T1078,18.58,1.48
T1079,19.00,2.51
T1080,19.01,2.23
T1081,19.01,1.59
T1082,19.02,1.35
T1083,19.03,1.26
T1084,19.05,2.29
T1085,19.05,2.5
T1086,19.06,1.56
T1087,19.06,2.56
T1088,19.06,2.2
T1089,19.07,1.01
T1090,19.07,1.35
T1091,19.08,2.2
T1092,19.09,1.5
T1093,19.10,1.47
T1094,19.12,1.48
T1095,19.12,1.31
T1096,19.13,1.02
T1097,19.13,1.31
T1098,19.13,1.19
T1099,19.13,1.07
T1100,19.15,1.19
T1101,19.15,1.25
T1102,19.15,1.36
T1103,19.16,2.45
T1104,19.23,1.38
T1105,19.23,1.18
T1106,19.23,2.5
T1107,19.23,1.44
T1108,19.24,1.04
T1109,19.24,2.46
T1110,19.24,2.45
T1111,19.25,1.31
T1112,19.26,2.38
T1113,19.27,1.2
T1114,19.27,2.33
T1115,19.28,1.45
T1116,19.29,1.51
T1117,19.29,2.29
T1118,19.30,1.17
T1119,19.31,1.13
T1120,19.31,1.16
T1121,19.31,2.19
T1122,19.31,1.36
T1123,19.32,1.56
T1124,19.35,1.55
T1125,19.35,2.02
T1126,19.35,2.45
T1127,19.36,2.16
T1128,19.36,2.53
T1129,19.37,1.19
T1130,19.37,1.03
T1131,19.37,1.29
T1132,19.38,2.07
T1133,19.39,1.57
T1134,19.39,1.29
T1135,19.40,2.36
T1136,19.41,1.09
T1137,19.43,1.17
T1138,19.45,2.37
T1139,19.46,2.22
T1140,19.48,1.39
T1141,19.51,1.37
T1142,19.51,1.13
T1143,19.58,1.49
T1144,19.59,2.56
T1145,19.59,2.11
T1146,19.59,2.11
T1147,19.59,1.51
T1148,20.00,1.04
T1149,20.02,2.37
T1150,20.03,1.03
T1151,20.03,2.35
T1152,20.05,1.46
T1153,20.06,2.02
T1154,20.06,1.4
T1155,20.07,1.03
T1156,20.09,2.58
T1157,20.11,1.3
T1158,20.12,1.06
T1159,20.12,2.03
T1160,20.14,1.28
T1161,20.15,2.35
T1162,20.16,1.35
T1163,20.17,1.1
