TestID,ScheduledTime,TestTime
T0208,02.32,1.17
T0209,02.32,1.02
T0210,02.34,2.17
T0211,02.35,1.35
T0212,02.35,1.11
T0213,02.35,1.13
T0214,02.36,1.32
T0215,02.36,1.13
T0216,02.37,2.34
T0217,02.38,2.19
T0218,02.38,1.35
T0219,02.38,1.21
T0220,02.40,2.5
T0221,02.40,1.48
T0222,02.42,1.42
T0223,02.43,1.59
T0224,02.46,1.5
T0225,02.47,1.52
T0226,02.47,1.45
T0227,02.48,1.32
T0228,02.49,1.36
T0229,02.50,1.44
T0230,02.51,2.4
T0231,02.52,1.2
T0232,02.53,2.56
T0233,02.53,1.0
T0234,02.53,1.21
T0235,02.54,1.33
T0236,02.58,1.45
T0237,02.58,1.35
T0238,02.59,1.37
T0239,02.59,1.37
T0240,03.00,1.51
T0241,03.00,1.02
T0242,03.00,1.14
T0243,03.01,1.45
T0244,03.02,1.56
T0245,03.04,1.01
T0246,03.05,1.47
T0247,03.05,1.03
T0248,03.06,1.33
T0249,03.07,1.51
T0250,03.07,1.46
T0251,03.13,1.11
T0252,03.13,1.01
T0253,03.14,1.15
T0254,03.17,1.33
T0255,03.18,2.57
T0256,03.18,1.46
T0257,03.18,1.12
T0258,03.21,1.03
T0259,03.21,1.22
T0260,03.21,1.46
T0261,03.22,1.29
T0262,03.24,1.03
T0263,03.25,1.5
T0264,03.25,1.46
T0265,03.27,1.32
T0266,03.29,1.24
T0267,03.30,1.47
T0268,03.30,1.52
T0269,03.32,1.11
T0270,03.33,1.01
T0271,03.34,1.27
T0272,03.34,1.56
T0273,03.35,1.19
T0274,03.36,1.11
T0275,03.39,1.37
T0276,03.39,1.55
T0277,03.42,1.19
T0278,03.46,1.03
T0279,03.47,1.33
T0280,03.47,1.21
T0281,03.50,1.48
T0282,03.50,1.13
T0283,03.51,1.04
T0284,03.53,1.23
T0285,03.55,1.29
T0286,03.55,1.39
T0287,04.05,1.3
T0288,04.05,2.3
T0289,04.07,1.27
T0290,04.07,2.17
T0291,04.07,1.4
T0292,04.08,1.4
T0293,04.09,2.46
T0294,04.10,1.08
T0295,04.10,1.2
T0296,04.10,2.01
T0297,04.11,1.07
T0298,04.14,1.44
T0299,04.14,1.33
T0300,04.16,1.55
T0301,04.16,2.52
T0302,04.18,1.14
T0303,04.19,1.29
T0304,04.21,1.52
T0305,04.21,1.23
T0306,04.22,1.03
T0307,04.22,1.04
T0308,04.31,2.08
T0309,04.32,2.24
T0310,04.33,1.05
T0311,04.34,2.31
T0312,04.36,2.5
T0313,04.36,1.42
T0314,04.36,1.34
T0315,04.38,1.22
T0316,04.38,1.1
T0317,04.40,1.3
T0318,04.42,1.28
T0319,04.43,1.56
T0320,04.43,1.01
T0321,04.45,2.22
T0322,04.45,1.46
T0323,04.46,2.26
T0324,04.46,1.31
T0325,04.48,1.52
T0326,04.51,1.27
T0327,04.53,1.53
T0328,04.53,1.14
T0329,04.55,1.09
T0330,04.55,1.38
T0331,04.56,1.05
T0332,04.58,1.38
T0333,04.58,1.55
T0334,05.00,1.18
T0335,05.02,1.06
T0336,05.03,1.42
T0337,05.04,1.07
T0338,05.05,1.07
T0339,05.05,1.14
T0340,05.07,2.43
T0341,05.07,1.24
T0342,05.08,1.58
T0343,05.09,1.3
T0344,05.09,1.5
T0345,05.09,1.55
T0346,05.11,1.47
T0347,05.13,2.55
T0348,05.14,2.08
T0349,05.16,1.34
T0350,05.17,2.12
T0351,05.17,1.11
T0352,05.18,1.27
T0353,05.23,1.5
T0354,05.24,1.31
T0355,05.25,1.18
T0356,05.26,1.42
T0357,05.28,1.31
T0358,05.28,1.3
T0359,05.32,1.1
T0360,05.32,1.23
T0361,05.35,1.43
T0362,05.35,1.55
T0363,05.35,1.22
T0364,05.37,2.52
T0365,05.39,2.3
T0366,05.40,2.39
T0367,05.41,1.07
T0368,05.41,1.42
T0369,05.42,1.12
T0370,05.42,1.51
T0371,05.43,2.3
T0372,05.44,1.04
T0373,05.47,2.12
T0374,05.47,2.26
T0375,05.48,1.28
T0376,05.51,1.38
T0377,05.51,1.36
T0378,05.52,1.07
T0379,05.53,1.49
T0380,05.59,2.24
T0381,05.59,1.37
T0382,06.01,2.41
T0383,06.01,1.3
T0384,06.02,1.3
T0385,06.02,1.21
T0386,06.02,2.28
T0387,06.03,1.57
T0388,06.03,1.48
T0389,06.03,1.2
T0390,06.04,1.43
T0391,06.04,1.23
T0392,06.05,1.06
T0393,06.06,1.57
T0394,06.06,1.3
T0395,06.08,1.25
T0396,06.09,1.45
T0397,06.09,2.44
T0398,06.10,1.19
T0399,06.11,1.53
T0400,06.11,1.35
T0401,06.12,1.27
T0402,06.12,1.25
T0403,06.14,1.26
T0404,06.15,1.07
T0405,06.16,1.58
T0406,06.16,1.34
T0407,06.17,1.01
T0408,06.18,1.36
T0409,06.18,1.19
T0410,06.19,1.54
T0411,06.19,1.47
T0412,06.21,1.59
T0413,06.22,1.07
T0414,06.23,1.31
T0415,06.24,1.17
T0416,06.24,1.18
T0417,06.27,2.34
T0418,06.27,2.53
T0419,06.29,2.08
T0420,06.29,1.07
T0421,06.32,1.5
T0422,06.32,2.1
T0423,06.32,1.28
T0424,06.33,1.35
T0425,06.34,2.05
T0426,06.35,2.12
T0427,06.37,1.13
T0428,06.37,1.57
T0429,06.39,2.23
T0430,06.40,1.33
T0431,06.43,1.31
T0432,06.44,1.5
T0433,06.45,1.37
T0434,06.45,1.29
T0435,06.46,1.22
T0436,06.46,1.27
T0437,06.48,1.17
T0438,06.50,1.55
T0439,06.50,1.41
T0440,06.52,1.22
T0441,06.53,1.49
T0442,06.53,2.2
T0443,06.55,1.18
T0444,06.58,2.39
T0445,07.01,1.33
T0446,07.02,1.59
T0447,07.02,2.41
T0448,07.04,1.27
T0449,07.04,1.25
T0450,07.05,1.47
T0451,07.05,2.17
T0452,07.06,1.52
T0453,07.06,1.22
T0454,07.07,1.43
T0455,07.07,1.49
T0456,07.10,1.36
T0457,07.11,1.11
T0458,07.13,1.03
T0459,07.15,1.42
T0460,07.15,2.41
T0461,07.17,1.02
T0462,07.18,1.27
T0463,07.19,1.59
T0464,07.19,1.34
T0465,07.19,1.47
T0466,07.20,1.51
T0467,07.21,2.19
T0468,07.21,1.47
T0469,07.21,1.51
T0470,07.21,1.18
T0471,07.24,1.45
T0472,07.27,1.32
T0473,07.28,1.54
T0474,07.28,2.01
T0475,07.29,1.47
T0476,07.30,2.13
T0477,07.31,1.0
T0478,07.33,1.38
T0479,07.34,2.48
T0480,07.36,1.55
T0481,07.36,2.19
T0482,07.37,1.45
T0483,07.37,2.21
T0484,07.39,1.11
T0485,07.39,1.07
T0486,07.41,1.07
T0487,07.42,1.25
T0488,07.43,1.38
T0489,07.46,1.4
T0490,07.46,1.06
T0491,07.47,1.19
T0492,07.47,1.55
T0493,07.48,1.23
T0494,07.48,1.39
T0495,07.48,1.15
T0496,07.49,2.54
T0497,07.50,1.46
T0498,07.50,1.14
T0499,07.51,1.03
T0500,07.53,1.23
T0501,07.54,1.57
T0502,07.54,2.13
T0503,07.54,2.06
T0504,07.54,1.29
T0505,07.55,1.57
T0506,07.58,1.28
T0507,07.59,1.4
T0508,08.00,1.25
T0509,08.04,2.57
T0510,08.05,2.12
T0511,08.06,1.25
T0512,08.08,1.05
T0513,08.10,1.54
T0514,08.11,1.01
T0515,08.12,1.49
T0516,08.12,1.28
T0517,08.12,1.19
T0518,08.13,2.27
T0519,08.14,2.55
T0520,08.15,1.56
T0521,08.16,1.53
T0522,08.17,1.26
T0523,08.17,1.42
T0524,08.17,1.15
T0525,08.18,1.09
T0526,08.20,2.34
T0527,08.21,1.1
T0528,08.21,1.56
T0529,08.22,1.21
T0530,08.22,2.02
T0531,08.22,2.31
T0532,08.23,1.46
T0533,08.24,1.03
T0534,08.24,1.51
T0535,08.25,1.19
T0536,08.25,2.57
T0537,08.25,1.5
T0538,08.26,2.54
T0539,08.26,2.35
T0540,08.30,2.46
T0541,08.30,1.59
T0542,08.30,2.39
T0543,08.30,1.07
T0544,08.32,1.06
T0545,08.33,1.05
T0546,08.33,2.45
T0547,08.34,2.22
T0548,08.36,1.43
T0549,08.37,1.54
T0550,08.37,2.0
T0551,08.38,1.0
T0552,08.38,2.42
T0553,08.39,1.46
T0554,08.39,1.22
T0555,08.40,1.47
T0556,08.41,2.47
T0557,08.41,1.06
T0558,08.42,2.02
T0559,08.43,2.42
T0560,08.43,1.25
T0561,08.44,1.18
T0562,08.45,1.56
T0563,08.45,1.32
T0564,08.46,2.13
T0565,08.47,2.48
T0566,08.47,1.22
T0567,08.47,1.19
T0568,08.49,1.33
T0569,08.51,2.1
T0570,08.51,1.05
T0571,08.51,1.25
T0572,08.52,1.08
T0573,08.52,2.36
T0574,08.52,1.26
T0575,08.53,1.17
T0576,08.54,1.52
T0577,08.54,1.31
T0578,08.54,1.14
T0579,08.55,1.33
T0580,08.55,1.1
T0581,08.55,1.34
T0582,08.57,1.2
T0583,08.57,1.42
T0584,09.00,1.5
T0585,09.00,1.26
T0586,09.01,1.34
T0587,09.01,1.09
T0588,09.01,1.23
T0589,09.02,1.41
T0590,09.02,2.03
T0591,09.03,1.55
T0592,09.05,2.44
T0593,09.05,1.23
T0594,09.05,2.45
T0595,09.08,1.44
T0596,09.08,1.33
T0597,09.09,1.33
T0598,09.10,1.12
T0599,09.11,2.13
T0600,09.12,1.14
T0601,09.12,1.02
T0602,09.14,2.53
T0603,09.14,1.2
T0604,09.15,1.33
T0605,09.15,1.18
T0606,09.15,1.39
T0607,09.16,1.17
T0608,09.17,1.29
T0609,09.18,1.44
T0610,09.18,1.34
T0611,09.21,1.55
T0612,09.21,1.27
T0613,09.22,1.33
T0614,09.22,2.28
T0615,09.23,1.28
T0616,09.23,1.23
T0617,09.24,1.57
T0618,09.24,1.13
T0619,09.24,2.38
T0620,09.24,1.44
T0621,09.25,1.49
T0622,09.27,1.11
T0623,09.27,1.44
T0624,09.28,1.36
T0625,09.29,1.36
T0626,09.29,1.58
T0627,09.30,1.41
T0628,09.30,1.5
T0629,09.31,1.19
T0630,09.33,2.11
T0631,09.34,1.09
T0632,09.34,1.02
T0633,09.34,1.1
T0634,09.35,1.51
T0635,09.37,2.0
T0636,09.37,1.56
T0637,09.38,1.32
T0638,09.39,1.14
T0639,09.39,2.34
T0640,09.40,2.55
T0641,09.41,1.32
T0642,09.42,1.38
T0643,09.42,1.4
T0644,09.42,2.08
T0645,09.43,2.51
T0646,09.43,2.07
T0647,09.43,1.07
T0648,09.44,1.38
T0649,09.44,1.41
T0650,09.45,2.5
T0651,09.45,2.26
T0652,09.45,1.35
T0653,09.46,1.06
T0654,09.47,1.57
T0655,09.47,1.42
T0656,09.48,2.48
T0657,09.49,1.2
T0658,09.50,1.06
T0659,09.50,1.16
T0660,09.50,1.13
T0661,09.51,1.3
T0662,09.51,1.26
T0663,09.51,1.09
T0664,09.51,1.11
T0665,09.51,1.16
T0666,09.52,2.2
T0667,09.52,1.1
T0668,09.52,1.33
T0669,09.53,1.54
T0670,09.53,1.21
T0671,09.53,1.46
T0672,09.53,1.3
T0673,09.53,1.23
T0674,09.54,1.04
T0675,09.54,1.48
T0676,09.55,1.32
T0677,09.55,1.4
T0678,09.55,1.56
T0679,09.55,2.51
T0680,09.55,2.01
T0681,09.56,1.08
T0682,09.56,1.41
T0683,09.58,1.37
T0684,09.59,1.37
T0685,09.59,1.19
T0686,09.59,1.09
T0687,10.00,1.22
T0688,10.01,1.34
T0689,10.02,1.29
T0690,10.02,1.47
T0691,10.03,1.05
T0692,10.03,1.46
T0693,10.04,1.46
T0694,10.04,1.27
T0695,10.04,2.01
T0696,10.05,2.14
T0697,10.06,1.03
T0698,10.07,1.25
T0699,10.08,1.36
T0700,10.08,1.17
T0701,10.08,1.05
T0702,10.08,2.31
T0703,10.09,1.5
T0704,10.09,2.12
T0705,10.09,1.19
T0706,10.11,1.3
T0707,10.11,1.06
T0708,10.11,1.45
T0709,10.12,1.1
T0710,10.12,1.2
T0711,10.12,2.18
T0712,10.13,1.03
T0713,10.13,1.17
T0714,10.14,1.1
T0715,10.14,2.2
T0716,10.14,1.29
T0717,10.14,1.35
T0718,10.15,1.38
T0719,10.15,1.42
T0720,10.15,1.29
T0721,10.15,1.36
T0722,10.16,2.29
T0723,10.16,1.1
T0724,10.17,2.43
T0725,10.17,2.06
T0726,10.18,1.08
T0727,10.19,1.48
T0728,10.19,1.13
T0729,10.19,2.05
T0730,10.20,2.37
T0731,10.20,2.2
T0732,10.20,1.25
T0733,10.20,1.53
T0734,10.20,1.11
T0735,10.20,2.25
T0736,10.22,2.19
T0737,10.23,1.39
T0738,10.23,2.12
T0739,10.23,1.41
T0740,10.23,2.37
T0741,10.24,1.4
T0742,10.24,2.39
T0743,10.25,1.43
T0744,10.25,1.16
T0745,10.25,2.42
T0746,10.26,1.34
T0747,10.26,1.14
T0748,10.26,1.41
T0749,10.28,1.58
T0750,10.28,1.15
T0751,10.30,1.3
T0752,10.30,1.51
T0753,10.30,1.59
T0754,10.30,2.33
T0755,10.30,1.52
T0756,10.31,1.0
T0757,10.31,2.23
T0758,10.31,1.3
T0759,10.31,1.17
T0760,10.32,1.35
T0761,10.32,1.44
T0762,10.32,1.55
T0763,10.33,1.12
T0764,10.34,1.28
T0765,10.35,1.52
T0766,10.35,1.35
T0767,10.36,1.48
T0768,10.36,1.36
T0769,10.36,1.17
T0770,10.37,1.01
T0771,10.38,1.56
T0772,10.39,1.4
T0773,10.39,2.55
T0774,10.40,1.47
T0775,10.41,2.3
T0776,10.41,1.0
T0777,10.42,1.39
T0778,10.42,1.29
T0779,10.42,2.1
T0780,10.43,2.31
T0781,10.43,1.01
T0782,10.43,1.1
T0783,10.44,2.38
T0784,10.44,1.21
T0785,10.44,2.04
T0786,10.45,1.16
T0787,10.45,1.25
T0788,10.46,1.27
T0789,10.46,2.08
T0790,10.47,2.52
T0791,10.47,2.2
T0792,10.47,1.14
T0793,10.47,2.45
T0794,10.48,1.05
T0795,10.48,1.15
T0796,10.49,1.32
T0797,10.49,1.37
T0798,10.49,1.13
T0799,10.49,2.13
T0800,10.50,1.35
T0801,10.50,1.04
T0802,10.50,2.24
T0803,10.50,1.07
T0804,10.51,1.08
T0805,10.51,2.28
T0806,10.52,1.58
T0807,10.52,1.34
T0808,10.52,1.54
T0809,10.52,1.18
T0810,10.53,1.36
T0811,10.53,2.23
T0812,10.53,1.19
T0813,10.53,1.05
T0814,10.53,1.11
T0815,10.54,1.15
T0816,10.54,1.18
T0817,10.54,1.04
T0818,10.54,1.37
T0819,10.54,1.32
T0820,10.54,2.46
T0821,10.55,1.39
T0822,10.55,1.17
T0823,10.55,1.39
T0824,10.55,1.12
T0825,10.56,2.29
T0826,10.56,1.09
T0827,10.56,1.31
T0828,10.56,1.53
T0829,10.57,1.21
T0830,10.57,2.11
T0831,10.57,1.25
T0832,10.57,1.49
T0833,10.58,1.38
T0834,10.58,1.38
T0835,10.58,1.37
T0836,10.58,1.45
T0837,10.58,1.34
T0838,10.59,1.5
T0839,10.59,1.54
T0840,10.59,1.1
T0841,10.59,2.3
T0842,10.59,1.14
T0843,11.00,1.22
T0844,11.01,2.31
T0845,11.01,2.53
T0846,11.01,2.38
T0847,11.02,1.23
T0848,11.02,1.58
T0849,11.03,1.27
T0850,11.03,1.49
T0851,11.03,2.48
T0852,11.06,1.26
T0853,11.06,1.12
T0854,11.07,1.2
T0855,11.07,2.0
T0856,11.10,1.11
T0857,11.10,1.08
T0858,11.10,1.03
T0859,11.12,1.21
T0860,11.12,1.57
T0861,11.12,1.48
T0862,11.12,1.57
T0863,11.13,1.26
T0864,11.13,2.21
T0865,11.13,2.47
T0866,11.13,1.57
T0867,11.14,1.08
T0868,11.14,1.24
T0869,11.15,1.55
T0870,11.15,1.25
T0871,11.15,1.08
T0872,11.16,1.39
T0873,11.16,1.47
T0874,11.16,1.56
T0875,11.16,1.53
T0876,11.16,2.36
T0877,11.16,1.28
T0878,11.16,2.28
T0879,11.17,1.41
T0880,11.17,1.52
T0881,11.17,1.27
T0882,11.17,1.12
T0883,11.18,1.07
T0884,11.18,2.28
T0885,11.18,2.41
T0886,11.19,1.37
T0887,11.19,1.42
T0888,11.19,1.41
T0889,11.19,1.05
T0890,11.19,1.08
T0891,11.20,1.21
T0892,11.20,1.24
T0893,11.20,1.53
T0894,11.20,1.54
T0895,11.20,1.31
T0896,11.21,1.13
T0897,11.21,1.15
T0898,11.22,1.22
T0899,11.22,1.31
T0900,11.23,2.15
T0901,11.24,1.09
T0902,11.24,1.48
T0903,11.25,1.09
T0904,11.25,1.23
T0905,11.25,1.19
T0906,11.26,2.38
T0907,11.26,1.5
T0908,11.27,1.08
T0909,11.27,1.11
T0910,11.27,1.28
T0911,11.27,1.45
T0912,11.27,1.08
T0913,11.27,1.22
T0914,11.27,1.46
T0915,11.28,1.21
T0916,11.28,1.36
T0917,11.31,1.03
T0918,11.32,2.49
T0919,11.32,2.35
T0920,11.32,2.37
T0921,11.32,1.14
T0922,11.32,1.5
T0923,11.33,1.0
T0924,11.33,1.53
T0925,11.33,1.23
T0926,11.34,1.05
T0927,11.34,1.49
T0928,11.34,1.17
T0929,11.34,1.09
T0930,11.34,1.13
T0931,11.35,2.48
T0932,11.35,2.54
T0933,11.35,2.48
T0934,11.35,1.32
T0935,11.36,1.56
T0936,11.36,1.11
T0937,11.37,1.36
T0938,11.37,1.14
T0939,11.38,1.5
T0940,11.38,1.38
T0941,11.39,1.21
T0942,11.39,1.38
T0943,11.39,1.14
T0944,11.39,1.43
T0945,11.40,1.15
T0946,11.40,1.41
T0947,11.40,1.13
T0948,11.42,1.22
T0949,11.42,1.38
T0950,11.42,1.41
T0951,11.42,1.06
T0952,11.42,1.58
T0953,11.43,1.4
T0954,11.43,2.23
T0955,11.44,2.32
T0956,11.44,1.32
T0957,11.44,1.4
T0958,11.44,2.25
T0959,11.44,1.41
T0960,11.45,1.53
T0961,11.45,2.27
T0962,11.46,1.45
T0963,11.46,1.27
T0964,11.46,1.12
T0965,11.46,1.35
T0966,11.47,1.5
T0967,11.47,1.06
T0968,11.47,2.54
T0969,11.48,1.53
T0970,11.48,1.24
T0971,11.49,1.37
T0972,11.49,2.58
T0973,11.50,1.09
T0974,11.50,1.04
T0975,11.50,1.17
T0976,11.50,2.01
T0977,11.50,2.51
T0978,11.50,1.25
T0979,11.51,1.17
T0980,11.51,1.49
T0981,11.52,1.49
T0982,11.52,1.27
T0983,11.52,1.06
T0984,11.52,2.55
T0985,11.52,1.59
T0986,11.52,2.57
T0987,11.53,1.38
T0988,11.53,1.27
T0989,11.54,1.52
T0990,11.54,2.58
T0991,11.54,1.47
T0992,11.54,1.4
T0993,11.54,1.2
T0994,11.55,1.42
T0995,11.55,1.46
T0996,11.55,1.21
T0997,11.56,2.51
T0998,11.56,2.32
T0999,11.56,1.39
T1000,11.56,1.51
T1001,11.57,1.52
T1002,11.57,1.58
T1003,11.58,1.13
T1004,11.58,1.48
T1005,11.59,1.16
T1006,11.59,1.21
T1007,12.00,1.17
T1008,12.00,2.33
T1009,12.00,1.17
T1010,12.00,1.12
T1011,12.00,2.47
T1012,12.00,1.25
T1013,12.01,1.08
T1014,12.01,1.42
T1015,12.01,2.27
T1016,12.02,1.1
T1017,12.02,2.25
T1018,12.02,2.53
T1019,12.03,2.12
T1020,12.04,1.28
T1021,12.04,1.14
T1022,12.07,1.26
T1023,12.07,1.47
T1024,12.07,2.52
T1025,12.07,2.12
T1026,12.08,1.18
T1027,12.09,1.22
T1028,12.10,1.29
T1029,12.10,1.48
T1030,12.10,1.51
T1031,12.10,2.31
T1032,12.10,2.03
T1033,12.11,2.55
T1034,12.12,1.09
T1035,12.12,1.48
T1036,12.13,1.42
T1037,12.13,1.34
T1038,12.14,1.25
T1039,12.14,1.27
T1040,12.15,1.39
T1041,12.15,1.4
T1042,12.16,1.17
T1043,12.16,1.54
T1044,12.16,1.11
T1045,12.17,1.05
T1046,12.17,1.3
T1047,12.18,1.09
T1048,12.18,1.03
T1049,12.18,1.45
T1050,12.19,2.52
T1051,12.20,1.44
T1052,12.20,1.15
T1053,12.21,1.3
T1054,12.21,1.12
T1055,12.22,1.46
T1056,12.22,2.21
T1057,12.23,1.16
T1058,12.23,1.13
T1059,12.24,1.18
T1060,12.24,2.52
T1061,12.24,1.22
T1062,12.24,1.26
T1063,12.25,1.06
T1064,12.25,1.56
T1065,12.25,1.43
T1066,12.26,1.39
T1067,12.27,1.37
T1068,12.27,1.37
T1069,12.27,2.5
T1070,12.27,2.08
T1071,12.27,1.36
T1072,12.27,1.47
T1073,12.27,1.15
T1074,12.28,2.26
T1075,12.28,1.57
T1076,12.28,1.49
T1077,12.28,2.09
T1078,12.28,1.19
T1079,12.30,2.1
T1080,12.30,1.41
T1081,12.31,1.46
T1082,12.32,1.21
T1083,12.32,2.05
T1084,12.33,1.41
T1085,12.34,2.32
T1086,12.34,1.47
T1087,12.34,2.26
T1088,12.34,1.56
T1089,12.34,1.55
T1090,12.35,1.56
T1091,12.36,1.46
T1092,12.36,1.59
T1093,12.36,1.08
T1094,12.37,1.04
T1095,12.39,1.48
T1096,12.39,1.52
T1097,12.41,1.38
T1098,12.41,2.46
T1099,12.42,1.13
T1100,12.42,1.59
T1101,12.42,1.0
T1102,12.43,1.29
T1103,12.44,1.5
T1104,12.44,1.33
T1105,12.44,1.56
T1106,12.45,1.05
T1107,12.45,1.28
T1108,12.45,1.3
T1109,12.45,2.38
T1110,12.45,1.4
T1111,12.46,1.04
T1112,12.46,1.02
T1113,12.47,1.18
T1114,12.47,1.3
T1115,12.47,1.04
T1116,12.48,1.57
T1117,12.48,2.41
T1118,12.48,1.07
T1119,12.50,1.0
T1120,12.51,2.28
T1121,12.51,1.16
T1122,12.51,1.07
T1123,12.51,2.46
T1124,12.51,1.31
T1125,12.52,1.57
T1126,12.53,1.08
T1127,12.53,1.02
T1128,12.54,2.35
T1129,12.54,2.1
T1130,12.56,2.44
T1131,12.56,1.46
T1132,12.56,1.43
T1133,12.57,1.04
T1134,12.57,1.14
T1135,12.57,1.05
T1136,12.57,1.35
T1137,12.57,1.19
T1138,12.58,1.04
T1139,12.58,1.07
T1140,12.58,1.14
T1141,12.58,1.53
T1142,12.59,1.35
T1143,12.59,1.06
T1144,12.59,1.34
T1145,13.01,1.47
T1146,13.01,1.09
T1147,13.01,1.23
T1148,13.02,1.14
T1149,13.02,1.55
T1150,13.02,1.34
T1151,13.02,1.57
T1152,13.02,1.45
T1153,13.03,1.14
T1154,13.03,1.37
T1155,13.03,1.48
T1156,13.03,1.07
T1157,13.03,1.11
T1158,13.03,2.24
T1159,13.04,1.44
T1160,13.04,1.53
T1161,13.04,1.08
T1162,13.04,2.02
T1163,13.05,1.59
