TestID,ScheduledTime,TestTime
T0224,03.15,1.57
T0225,03.16,1.12
T0226,03.17,1.22
T0227,03.18,1.54
T0228,03.19,1.13
T0229,03.20,2.16
T0230,03.20,1.49
T0231,03.20,1.44
T0232,03.21,1.17
T0233,03.22,1.19
T0234,03.23,1.34
T0235,03.24,1.12
T0236,03.25,1.43
T0237,03.26,1.45
T0238,03.27,1.16
T0239,03.28,2.52
T0240,03.29,1.35
T0241,03.30,1.15
T0242,03.31,1.39
T0243,03.32,2.37
T0244,03.33,1.14
T0245,03.34,1.01
T0246,03.35,1.58
T0247,03.36,1.42
T0248,03.37,1.42
T0249,03.38,2.34
T0250,03.39,1.39
T0251,03.40,2.09
T0252,03.41,1.42
T0253,03.42,1.29
T0254,03.43,2.58
T0255,03.44,2.12
T0256,03.45,1.11
T0257,03.46,1.48
T0258,03.47,1.20
T0259,03.48,1.33
T0260,03.49,1.56
T0261,03.50,1.39
T0262,03.51,1.06
T0263,03.52,1.54
T0264,03.52,1.40
T0265,03.53,1.23
T0266,03.54,1.46
T0267,03.54,1.00
T0268,03.55,1.26
T0269,03.56,1.16
T0270,03.57,1.09
T0271,03.58,1.38
T0272,03.59,1.24
T0273,03.59,1.47
T0274,03.59,1.46
T0275,03.59,2.31
T0276,04.00,2.50
T0277,04.01,1.48
T0278,04.02,1.38
T0279,04.03,2.50
T0280,04.04,2.31
T0281,04.05,2.36
T0282,04.06,1.46
T0283,04.07,1.53
T0284,04.08,1.28
T0285,04.09,1.08
T0286,04.10,1.10
T0287,04.11,1.30
T0288,04.12,1.34
T0289,04.13,2.25
T0290,04.14,2.58
T0291,04.15,1.08
T0292,04.16,2.36
T0293,04.17,2.41
T0294,04.18,1.08
T0295,04.19,1.37
T0296,04.20,1.05
T0297,04.21,1.42
T0298,04.22,2.57
T0299,04.23,2.25
T0300,04.24,1.43
T0301,04.25,1.08
T0302,04.26,2.34
T0303,04.27,1.51
T0304,04.28,1.38
T0305,04.29,2.26
T0306,04.30,1.56
T0307,04.31,1.41
T0308,04.32,1.22
T0309,04.33,1.18
T0310,04.34,1.03
T0311,04.34,2.51
T0312,04.34,2.46
T0313,04.34,1.40
T0314,04.35,1.14
T0315,04.36,1.31
T0316,04.36,2.26
T0317,04.37,1.40
T0318,04.38,1.47
T0319,04.39,1.50
T0320,04.40,1.47
T0321,04.41,1.29
T0322,04.42,1.16
T0323,04.43,1.17
T0324,04.44,1.44
T0325,04.45,1.27
T0326,04.46,1.51
T0327,04.47,1.03
T0328,04.48,2.52
T0329,04.49,1.01
T0330,04.50,1.58
T0331,04.51,2.34
T0332,04.52,1.43
T0333,04.53,1.45
T0334,04.54,1.55
T0335,04.55,1.51
T0336,04.56,1.23
T0337,04.57,1.44
T0338,04.58,2.04
T0339,04.59,1.18
T0340,05.00,1.38
T0341,05.01,2.43
T0342,05.02,1.08
T0343,05.03,2.21
T0344,05.04,2.33
T0345,05.05,2.05
T0346,05.06,2.38
T0347,05.07,1.01
T0348,05.08,1.03
T0349,05.09,2.03
T0350,05.10,1.28
T0351,05.11,1.12
T0352,05.12,1.16
T0353,05.13,1.11
T0354,05.14,1.28
T0355,05.15,1.51
T0356,05.16,1.40
T0357,05.17,1.36
T0358,05.17,1.18
T0359,05.18,2.20
T0360,05.19,1.43
T0361,05.20,1.44
T0362,05.21,2.38
T0363,05.22,1.57
T0364,05.23,1.53
T0365,05.24,2.20
T0366,05.25,1.20
T0367,05.26,1.37
T0368,05.27,1.55
T0369,05.28,1.26
T0370,05.29,1.21
T0371,05.30,1.13
T0372,05.31,1.28
T0373,05.31,1.14
T0374,05.32,1.22
T0375,05.33,1.58
T0376,05.33,2.42
T0377,05.34,1.31
T0378,05.35,2.29
T0379,05.36,1.39
T0380,05.37,1.06
T0381,05.38,1.18
T0382,05.39,2.48
T0383,05.40,2.32
T0384,05.41,1.44
T0385,05.42,1.27
T0386,05.43,1.16
T0387,05.44,1.55
T0388,05.45,2.39
T0389,05.46,1.35
T0390,05.47,1.51
T0391,05.48,1.05
T0392,05.49,2.47
T0393,05.50,1.17
T0394,05.51,1.45
T0395,05.52,1.45
T0396,05.53,1.41
T0397,05.53,1.05
T0398,05.54,1.11
T0399,05.55,1.13
T0400,05.56,1.59
T0401,05.57,1.30
T0402,05.58,1.22
T0403,05.59,1.02
T0404,06.00,1.58
T0405,06.01,1.46
T0406,06.02,1.48
T0407,06.03,1.45
T0408,06.04,2.36
T0409,06.05,1.08
T0410,06.06,1.26
T0411,06.07,1.43
T0412,06.08,1.38
T0413,06.09,1.02
T0414,06.10,1.22
T0415,06.11,1.27
T0416,06.12,1.12
T0417,06.13,1.11
T0418,06.14,1.09
T0419,06.15,2.49
T0420,06.16,1.20
T0421,06.17,1.05
T0422,06.18,1.20
T0423,06.19,1.56
T0424,06.20,1.42
T0425,06.21,1.09
T0426,06.22,1.15
T0427,06.23,1.24
T0428,06.24,1.53
T0429,06.25,1.50
T0430,06.26,1.14
T0431,06.27,1.15
T0432,06.28,2.28
T0433,06.29,1.27
T0434,06.30,2.10
T0435,06.31,1.04
T0436,06.32,1.44
T0437,06.33,1.44
T0438,06.34,1.10
T0439,06.35,1.51
T0440,06.36,1.24
T0441,06.37,1.51
T0442,06.38,2.51
T0443,06.38,1.33
T0444,06.39,2.08
T0445,06.40,1.24
T0446,06.41,1.08
T0447,06.42,2.10
T0448,06.43,1.57
T0449,06.44,2.50
T0450,06.45,1.33
T0451,06.46,2.25
T0452,06.47,1.43
T0453,06.48,1.32
T0454,06.49,1.49
T0455,06.49,1.06
T0456,06.50,2.38
T0457,06.51,1.29
T0458,06.52,1.07
T0459,06.53,1.02
T0460,06.54,1.17
T0461,06.55,1.46
T0462,06.56,2.36
T0463,06.57,1.28
T0464,06.58,1.38
T0465,06.59,1.05
T0466,07.00,1.16
T0467,07.00,1.41
T0468,07.01,1.02
T0469,07.02,2.40
T0470,07.03,1.42
T0471,07.04,1.23
T0472,07.05,2.53
T0473,07.06,1.04
T0474,07.07,1.02
T0475,07.08,1.27
T0476,07.09,2.31
T0477,07.10,1.48
T0478,07.11,1.20
T0479,07.12,1.38
T0480,07.12,1.34
T0481,07.13,1.29
T0482,07.14,2.06
T0483,07.15,2.53
T0484,07.16,2.59
T0485,07.17,1.01
T0486,07.17,1.40
T0487,07.18,1.35
T0488,07.19,1.06
T0489,07.20,1.16
T0490,07.21,1.47
T0491,07.22,1.52
T0492,07.23,2.36
T0493,07.24,1.49
T0494,07.24,1.14
T0495,07.25,1.20
T0496,07.26,1.16
T0497,07.27,1.25
T0498,07.28,1.07
T0499,07.29,2.22
T0500,07.29,1.46
T0501,07.30,1.24
T0502,07.31,1.16
T0503,07.31,1.02
T0504,07.32,1.02
T0505,07.33,1.49
T0506,07.34,1.31
T0507,07.35,2.05
T0508,07.36,1.08
T0509,07.37,1.32
T0510,07.38,1.38
T0511,07.39,1.55
T0512,07.40,1.45
T0513,07.41,2.51
T0514,07.42,1.54
T0515,07.43,2.44
T0516,07.44,1.31
T0517,07.45,2.09
T0518,07.46,1.05
T0519,07.47,2.11
T0520,07.48,1.44
T0521,07.49,1.11
T0522,07.49,1.36
T0523,07.49,1.12
T0524,07.50,1.07
T0525,07.51,1.25
T0526,07.52,1.46
T0527,07.52,2.25
T0528,07.53,1.51
T0529,07.54,2.17
T0530,07.55,1.46
T0531,07.56,2.47
T0532,07.57,1.16
T0533,07.57,2.53
T0534,07.57,1.37
T0535,07.58,2.25
T0536,07.59,1.55
T0537,07.59,1.14
T0538,07.59,1.22
T0539,08.00,1.28
T0540,08.01,1.56
T0541,08.02,1.27
T0542,08.03,1.33
T0543,08.04,1.26
T0544,08.04,1.41
T0545,08.05,1.25
T0546,08.06,1.22
T0547,08.07,1.14
T0548,08.08,1.51
T0549,08.09,1.09
T0550,08.10,1.17
T0551,08.11,2.09
T0552,08.12,1.09
T0553,08.13,1.46
T0554,08.14,1.31
T0555,08.15,1.49
T0556,08.15,1.16
T0557,08.16,2.44
T0558,08.17,2.45
T0559,08.18,1.34
T0560,08.19,1.23
T0561,08.20,2.59
T0562,08.21,2.29
T0563,08.21,1.05
T0564,08.22,1.41
T0565,08.23,1.39
T0566,08.24,1.37
T0567,08.25,1.25
T0568,08.26,2.25
T0569,08.26,1.49
T0570,08.27,2.00
T0571,08.28,1.22
T0572,08.29,2.48
T0573,08.30,1.10
T0574,08.31,1.06
T0575,08.32,1.03
T0576,08.33,2.20
T0577,08.34,1.25
T0578,08.34,1.31
T0579,08.35,2.49
T0580,08.36,2.06
T0581,08.36,1.21
T0582,08.37,1.14
T0583,08.38,2.56
T0584,08.39,1.00
T0585,08.40,1.25
T0586,08.41,1.39
T0587,08.41,1.16
T0588,08.42,1.34
T0589,08.43,1.20
T0590,08.44,1.47
T0591,08.45,1.05
T0592,08.46,1.05
T0593,08.46,1.52
T0594,08.47,1.46
T0595,08.48,1.25
T0596,08.49,1.38
T0597,08.50,2.43
T0598,08.51,2.31
T0599,08.52,2.26
T0600,08.53,1.47
T0601,08.54,1.33
T0602,08.55,1.57
T0603,08.56,1.49
T0604,08.57,1.38
T0605,08.58,1.51
T0606,08.59,1.46
T0607,09.00,1.45
T0608,09.01,1.32
T0609,09.02,1.03
T0610,09.03,1.23
T0611,09.04,1.26
T0612,09.04,1.43
T0613,09.05,1.12
T0614,09.06,1.27
T0615,09.07,1.22
T0616,09.08,1.42
T0617,09.08,1.08
T0618,09.09,2.44
T0619,09.10,1.30
T0620,09.11,1.28
T0621,09.12,1.02
T0622,09.13,1.36
T0623,09.14,2.08
T0624,09.15,1.53
T0625,09.15,1.35
T0626,09.16,1.44
T0627,09.16,1.31
T0628,09.16,1.39
T0629,09.17,1.43
T0630,09.18,1.12
T0631,09.19,2.22
T0632,09.20,2.25
T0633,09.21,1.37
T0634,09.22,1.42
T0635,09.23,1.14
T0636,09.23,1.38
T0637,09.24,1.07
T0638,09.25,1.31
T0639,09.25,2.57
T0640,09.25,1.23
T0641,09.26,2.26
T0642,09.27,1.52
T0643,09.28,1.58
T0644,09.28,1.43
T0645,09.28,1.39
T0646,09.29,2.46
T0647,09.30,1.55
T0648,09.30,1.11
T0649,09.31,2.35
T0650,09.32,2.30
T0651,09.33,1.00
T0652,09.33,1.23
T0653,09.33,2.46
T0654,09.33,2.18
T0655,09.33,1.10
T0656,09.34,1.27
T0657,09.35,1.52
T0658,09.35,1.43
T0659,09.36,1.01
T0660,09.37,1.48
T0661,09.38,1.14
T0662,09.38,2.55
T0663,09.39,1.15
T0664,09.40,1.07
T0665,09.41,1.08
T0666,09.42,1.09
T0667,09.42,1.20
T0668,09.43,1.29
T0669,09.44,1.56
T0670,09.44,1.27
T0671,09.45,2.57
T0672,09.45,1.17
T0673,09.46,1.36
T0674,09.47,1.01
T0675,09.48,2.17
T0676,09.49,1.14
T0677,09.50,1.16
T0678,09.51,1.13
T0679,09.51,1.05
T0680,09.52,1.25
T0681,09.53,1.10
T0682,09.53,2.19
T0683,09.54,1.48
T0684,09.55,2.11
T0685,09.56,1.20
T0686,09.57,1.52
T0687,09.57,1.23
T0688,09.57,1.29
T0689,09.58,1.14
T0690,09.58,1.39
T0691,09.58,1.37
T0692,09.59,1.32
T0693,10.00,1.39
T0694,10.00,1.28
T0695,10.00,1.11
T0696,10.00,1.45
T0697,10.00,1.32
T0698,10.00,1.07
T0699,10.01,1.43
T0700,10.02,1.50
T0701,10.03,2.13
T0702,10.04,1.48
T0703,10.04,2.33
T0704,10.05,1.29
T0705,10.05,1.53
T0706,10.05,1.34
T0707,10.06,2.19
T0708,10.07,1.37
T0709,10.08,2.28
T0710,10.09,1.35
T0711,10.10,1.56
T0712,10.10,1.04
T0713,10.11,1.35
T0714,10.12,1.45
T0715,10.12,1.42
T0716,10.13,1.01
T0717,10.13,1.35
T0718,10.14,1.44
T0719,10.15,1.36
T0720,10.16,1.05
T0721,10.16,1.49
T0722,10.16,1.11
T0723,10.17,1.15
T0724,10.18,1.11
T0725,10.18,1.17
T0726,10.18,1.09
T0727,10.18,1.30
T0728,10.19,2.26
T0729,10.20,1.06
T0730,10.21,1.01
T0731,10.22,1.28
T0732,10.23,1.56
T0733,10.24,1.23
T0734,10.25,1.43
T0735,10.26,1.41
T0736,10.27,1.09
T0737,10.28,2.13
T0738,10.28,1.57
T0739,10.28,1.12
T0740,10.29,1.30
T0741,10.30,1.00
T0742,10.31,1.22
T0743,10.31,1.55
T0744,10.31,1.25
T0745,10.31,1.13
T0746,10.32,1.35
T0747,10.32,1.03
T0748,10.33,1.32
T0749,10.33,2.05
T0750,10.34,1.26
T0751,10.35,1.34
T0752,10.36,1.41
T0753,10.36,1.10
T0754,10.36,1.41
T0755,10.37,1.23
T0756,10.37,1.39
T0757,10.38,2.57
T0758,10.38,1.36
T0759,10.39,1.40
T0760,10.40,1.39
T0761,10.40,1.31
T0762,10.41,1.49
T0763,10.42,1.55
T0764,10.43,2.44
T0765,10.43,1.33
T0766,10.43,1.55
T0767,10.43,1.33
T0768,10.44,1.28
T0769,10.45,1.22
T0770,10.46,1.35
T0771,10.47,1.39
T0772,10.47,1.27
T0773,10.48,1.12
T0774,10.49,1.57
T0775,10.49,1.18
T0776,10.49,1.37
T0777,10.49,1.47
T0778,10.50,1.55
T0779,10.51,1.27
T0780,10.52,2.09
T0781,10.53,1.01
T0782,10.54,1.50
T0783,10.54,1.29
T0784,10.54,1.46
T0785,10.55,1.15
T0786,10.56,1.35
T0787,10.56,1.34
T0788,10.57,1.38
T0789,10.57,1.22
T0790,10.58,2.06
T0791,10.59,2.11
T0792,11.00,1.06
T0793,11.00,1.36
T0794,11.01,1.30
T0795,11.02,2.48
T0796,11.02,1.21
T0797,11.03,1.08
T0798,11.04,1.46
T0799,11.05,1.19
T0800,11.05,1.36
T0801,11.05,2.58
T0802,11.06,1.12
T0803,11.06,1.21
T0804,11.07,1.55
T0805,11.08,2.01
T0806,11.08,2.35
T0807,11.09,1.50
T0808,11.09,1.24
T0809,11.10,1.47
T0810,11.11,1.52
T0811,11.11,1.38
T0812,11.12,1.18
T0813,11.13,1.49
T0814,11.14,2.42
T0815,11.14,1.55
T0816,11.15,2.17
T0817,11.16,2.01
T0818,11.17,2.33
T0819,11.17,1.50
T0820,11.18,1.23
T0821,11.19,1.30
T0822,11.20,1.20
T0823,11.21,1.15
T0824,11.22,1.00
T0825,11.22,1.28
T0826,11.22,2.05
T0827,11.22,1.06
T0828,11.23,1.31
T0829,11.24,2.21
T0830,11.25,1.54
T0831,11.25,1.30
T0832,11.26,1.50
T0833,11.26,1.29
T0834,11.27,2.16
T0835,11.28,1.32
T0836,11.28,1.24
T0837,11.29,1.02
T0838,11.30,1.57
T0839,11.30,1.21
T0840,11.31,1.19
T0841,11.32,1.40
T0842,11.33,1.16
T0843,11.34,1.20
T0844,11.34,2.33
T0845,11.35,2.18
T0846,11.35,1.10
T0847,11.35,2.38
T0848,11.36,1.23
T0849,11.36,1.48
T0850,11.37,2.13
T0851,11.38,1.18
T0852,11.39,2.44
T0853,11.40,2.41
T0854,11.41,1.21
T0855,11.42,1.23
T0856,11.43,1.04
T0857,11.44,1.06
T0858,11.45,1.16
T0859,11.45,1.00
T0860,11.45,2.48
T0861,11.45,1.38
T0862,11.46,2.16
T0863,11.47,1.20
T0864,11.48,1.58
T0865,11.49,1.53
T0866,11.49,1.54
T0867,11.49,1.25
T0868,11.50,2.15
T0869,11.51,1.57
T0870,11.51,1.03
T0871,11.52,1.53
T0872,11.52,1.27
T0873,11.53,1.32
T0874,11.54,2.31
T0875,11.55,2.57
T0876,11.55,1.40
T0877,11.55,2.24
T0878,11.56,1.08
T0879,11.57,1.32
T0880,11.58,1.40
T0881,11.58,2.55
T0882,11.59,1.45
T0883,12.00,1.19
T0884,12.01,1.50
T0885,12.02,2.25
T0886,12.02,1.15
T0887,12.02,1.21
T0888,12.02,1.42
T0889,12.03,1.02
T0890,12.04,1.47
T0891,12.05,1.38
T0892,12.06,1.02
T0893,12.07,1.51
T0894,12.07,2.37
T0895,12.08,2.06
T0896,12.08,2.08
T0897,12.09,1.56
T0898,12.10,1.32
T0899,12.11,2.55
T0900,12.11,1.37
T0901,12.12,1.29
T0902,12.13,1.55
T0903,12.14,1.07
T0904,12.15,1.45
T0905,12.15,1.04
T0906,12.16,2.03
T0907,12.17,2.37
T0908,12.18,1.21
T0909,12.19,1.12
T0910,12.20,1.57
T0911,12.21,1.56
T0912,12.21,1.21
T0913,12.22,1.43
T0914,12.22,2.20
T0915,12.23,2.18
T0916,12.24,1.56
T0917,12.24,2.10
T0918,12.24,1.03
T0919,12.25,1.04
T0920,12.26,1.26
T0921,12.26,1.04
T0922,12.27,2.54
T0923,12.28,1.32
T0924,12.29,1.04
T0925,12.30,1.06
T0926,12.31,1.41
T0927,12.32,1.23
T0928,12.32,1.20
T0929,12.33,2.04
T0930,12.34,2.00
T0931,12.34,2.21
T0932,12.35,1.21
T0933,12.35,1.30
T0934,12.35,2.44
T0935,12.36,1.15
T0936,12.37,1.51
T0937,12.38,2.24
T0938,12.39,1.00
T0939,12.39,2.41
T0940,12.39,1.43
T0941,12.40,1.38
T0942,12.41,1.21
T0943,12.42,1.41
T0944,12.43,1.36
T0945,12.43,1.05
T0946,12.44,1.38
T0947,12.45,1.00
T0948,12.46,1.53
T0949,12.46,1.06
T0950,12.47,2.39
T0951,12.48,2.52
T0952,12.49,2.27
T0953,12.49,1.06
T0954,12.50,1.40
T0955,12.51,1.21
T0956,12.52,1.33
T0957,12.53,1.11
T0958,12.54,2.37
T0959,12.55,1.47
T0960,12.56,1.47
T0961,12.56,1.24
T0962,12.57,2.25
T0963,12.58,1.36
T0964,12.58,1.06
T0965,12.58,1.10
T0966,12.59,1.49
T0967,13.00,2.02
T0968,13.01,1.03
T0969,13.02,1.32
T0970,13.02,1.49
T0971,13.02,1.28
T0972,13.03,1.56
T0973,13.04,1.27
T0974,13.04,1.09
T0975,13.04,2.52
T0976,13.05,1.46
T0977,13.06,1.57
T0978,13.07,1.27
T0979,13.08,1.42
T0980,13.09,1.11
T0981,13.10,1.34
T0982,13.11,1.34
T0983,13.12,1.39
T0984,13.12,1.27
T0985,13.13,1.24
T0986,13.14,2.18
T0987,13.15,1.11
T0988,13.16,1.54
T0989,13.17,1.31
T0990,13.17,1.18
T0991,13.18,1.06
T0992,13.19,1.20
T0993,13.20,1.05
T0994,13.20,1.39
T0995,13.21,1.10
T0996,13.22,1.19
T0997,13.22,1.53
T0998,13.23,1.33
T0999,13.24,1.25
T1000,13.24,1.36
T1001,13.25,1.55
T1002,13.25,2.45
T1003,13.25,1.15
T1004,13.25,2.29
T1005,13.26,1.44
T1006,13.26,1.45
T1007,13.27,1.32
T1008,13.28,1.39
T1009,13.29,2.28
T1010,13.30,1.55
T1011,13.30,1.48
T1012,13.30,1.58
T1013,13.31,1.30
T1014,13.31,1.21
T1015,13.31,1.02
T1016,13.32,2.34
T1017,13.32,1.36
T1018,13.32,1.49
T1019,13.32,1.10
T1020,13.33,2.42
T1021,13.34,1.57
T1022,13.35,1.54
T1023,13.35,2.35
T1024,13.35,1.27
T1025,13.35,1.07
T1026,13.36,1.09
T1027,13.37,1.01
T1028,13.37,2.55
T1029,13.38,1.26
T1030,13.39,1.04
T1031,13.39,1.37
T1032,13.39,1.27
T1033,13.39,1.02
T1034,13.40,1.15
T1035,13.41,1.03
T1036,13.41,2.23
T1037,13.42,1.45
T1038,13.42,1.56
T1039,13.42,1.33
T1040,13.43,1.44
T1041,13.44,1.18
T1042,13.45,1.40
T1043,13.46,1.16
T1044,13.47,1.31
T1045,13.48,1.50
T1046,13.49,1.40
T1047,13.50,1.05
T1048,13.51,1.18
T1049,13.51,1.09
T1050,13.52,1.24
T1051,13.52,1.48
T1052,13.53,1.39
T1053,13.53,1.56
T1054,13.54,1.36
T1055,13.54,1.18
T1056,13.55,2.12
T1057,13.55,1.03
T1058,13.55,1.13
T1059,13.55,2.32
T1060,13.56,1.51
T1061,13.56,1.28
T1062,13.57,2.06
T1063,13.57,1.28
T1064,13.58,1.36
T1065,13.58,1.57
T1066,13.58,1.55
T1067,13.59,1.11
T1068,14.00,1.27
T1069,14.00,1.56
T1070,14.01,2.09
T1071,14.02,1.24
T1072,14.02,1.25
T1073,14.03,1.06
T1074,14.04,1.19
T1075,14.05,2.50
T1076,14.06,2.28
T1077,14.06,1.36
T1078,14.06,1.06
T1079,14.07,1.24
T1080,14.07,1.02
T1081,14.08,2.39
T1082,14.08,2.17
T1083,14.09,2.37
T1084,14.10,1.50
T1085,14.11,1.51
T1086,14.12,1.12
T1087,14.12,1.19
T1088,14.12,1.25
T1089,14.13,1.39
T1090,14.14,1.11
T1091,14.14,1.43
T1092,14.15,1.29
T1093,14.16,1.45
T1094,14.16,1.57
T1095,14.16,1.13
T1096,14.17,1.44
T1097,14.18,1.29
T1098,14.18,1.58
T1099,14.19,1.55
T1100,14.20,1.25
T1101,14.21,2.13
T1102,14.22,1.13
T1103,14.23,1.30
T1104,14.24,1.46
T1105,14.24,2.30
T1106,14.25,1.55
T1107,14.25,1.26
T1108,14.25,1.22
T1109,14.25,1.22
T1110,14.26,1.24
T1111,14.27,1.08
T1112,14.28,1.32
T1113,14.29,2.05
T1114,14.29,1.43
T1115,14.30,2.02
T1116,14.31,1.28
T1117,14.32,1.57
T1118,14.33,2.42
T1119,14.33,1.27
T1120,14.33,1.21
T1121,14.33,2.26
T1122,14.34,1.12
T1123,14.34,1.00
T1124,14.35,1.32
T1125,14.35,1.13
T1126,14.35,1.22
T1127,14.36,1.39
T1128,14.37,1.00
T1129,14.38,1.28
T1130,14.38,1.12
T1131,14.38,1.31
T1132,14.39,2.03
T1133,14.40,1.42
T1134,14.41,1.47
T1135,14.41,1.02
T1136,14.41,1.22
T1137,14.42,2.57
T1138,14.43,1.20
T1139,14.44,1.48
T1140,14.45,1.56
T1141,14.45,1.46
T1142,14.46,1.31
T1143,14.46,1.41
T1144,14.47,1.30
T1145,14.47,2.53
T1146,14.47,1.20
T1147,14.48,1.26
T1148,14.48,1.33
T1149,14.48,1.56
T1150,14.49,1.47
T1151,14.50,1.26
T1152,14.51,1.05
T1153,14.51,2.15
T1154,14.51,1.46
T1155,14.51,2.44
T1156,14.52,2.07
T1157,14.53,1.40
T1158,14.54,1.51
T1159,14.55,1.05
T1160,14.56,1.50
T1161,14.56,2.06
T1162,14.56,1.34
T1163,14.57,1.41
